#{"t_start": 1605293783.280832, "env_id": null}
r,l,t
0.8,38,1131.769364
2.0,19,1132.277254
0.9,36,1133.082971
0.8,36,1133.930692
0.8,22,1134.509754
2.0,21,1135.032965
0.9,264,1151.139241
2.0,21,1151.594445
0.8,99,1153.832383
0.9,226,1169.326164
0.9,58,1170.720747
0.8,74,1172.524749
0.9,154,1176.225596
0.8,19,1176.643954
0.8,20,1177.137378
2.0,19,1177.578349
2.0,20,1178.1404
0.8,20,1178.637235
0.8,84,1191.86322
0.9,67,1193.810992
2.0,20,1194.245751
0.8,153,1197.838042
0.8,82,1199.774105
0.8,89,1201.542421
1.0,186,1215.724021
2.0,20,1216.217552
0.8,29,1216.82536
0.8,159,1220.474002
0.8,306,1239.619773
0.8,85,1242.329573
0.8,46,1243.602228
0.8,81,1246.139333
0.8,33,1247.053252
0.9,153,1251.90792
2.0,20,1263.504468
-0.1,111,1266.262343
0.8,143,1269.622652
2.0,21,1270.305419
0.9,176,1274.832709
0.8,52,1276.064977
2.0,44,1288.009361
2.0,20,1288.456418
0.8,49,1289.526005
0.9,71,1291.178084
2.0,20,1291.659153
0.7,102,1293.899481
2.0,22,1294.333123
0.7,22,1294.803702
0.7,132,1297.506576
0.0,207,1311.131981
2.0,21,1311.626461
0.8,99,1313.63049
0.8,20,1314.054621
2.0,19,1314.518554
0.8,138,1317.583565
0.8,178,1330.392797
2.0,21,1330.851817
2.0,21,1331.292841
2.0,20,1331.731134
2.0,20,1332.192044
2.0,20,1332.631704
0.8,73,1334.163556
0.8,21,1334.61344
2.0,22,1335.14112
1.0,62,1336.462095
2.0,20,1336.883328
2.0,20,1337.311552
0.8,22,1337.763962
0.8,41,1347.723596
0.8,65,1349.136868
2.0,20,1349.604126
0.8,94,1351.620749
0.8,22,1352.111503
0.8,20,1352.54754
2.0,21,1352.966883
0.8,38,1353.754348
2.0,20,1354.158807
0.8,21,1354.656466
0.8,43,1355.643113
0.8,20,1356.06733
0.8,21,1356.540359
0.8,33,1357.271486
0.8,21,1357.702357
2.0,21,1358.212715
2.0,22,1358.721253
0.8,22,1368.697479
0.9,215,1373.939459
0.8,20,1374.42942
0.0,24,1375.016911
0.8,23,1375.670966
0.8,21,1376.161395
0.9,128,1378.95395
2.0,20,1379.451221
0.0,20,1379.963433
2.0,21,1380.442954
2.0,21,1390.967597
0.8,20,1391.55418
2.0,21,1392.204427
0.8,56,1393.642051
0.7,138,1396.925946
0.8,276,1413.599935
0.8,22,1414.166639
0.8,22,1414.75952
2.0,21,1415.293529
2.0,22,1415.826029
0.8,77,1417.554368
0.8,22,1418.082946
0.8,27,1418.65947
0.9,100,1421.03893
2.0,19,1421.579584
0.8,22,1422.204761
2.0,19,1422.697141
0.8,56,1424.074499
2.0,20,1424.651144
0.8,21,1425.170728
2.0,20,1425.626693
2.0,20,1437.002428
2.0,24,1437.627427
2.0,22,1438.219415
2.0,20,1438.76408
0.8,22,1439.385314
2.0,21,1439.906384
0.8,79,1441.989311
0.8,22,1442.539696
0.8,19,1443.008687
2.0,21,1443.553113
2.0,20,1444.185088
0.8,31,1444.925901
0.8,70,1446.668927
0.8,23,1447.19788
0.8,46,1448.268573
0.8,20,1448.738025
2.0,20,1449.167266
2.0,19,1459.675125
0.8,241,1466.083373
0.8,22,1466.645337
2.0,21,1467.129986
2.0,21,1467.60679
0.9,99,1470.864585
0.8,57,1472.40117
0.8,117,1485.883117
2.0,21,1486.442359
0.9,96,1488.673715
2.0,20,1489.150782
2.0,22,1489.716455
0.8,22,1490.196633
0.9,54,1491.490117
0.8,23,1492.177412
2.0,21,1492.71545
0.8,79,1494.746043
1.0,84,1497.168272
2.0,20,1508.487312
0.8,21,1508.996883
-0.2,162,1513.328343
1.0,86,1515.581094
0.8,250,1531.5697
1.0,30,1532.33121
0.8,21,1532.914243
2.0,21,1533.414359
2.0,21,1533.891817
0.8,204,1538.882579
0.8,90,1540.890574
0.8,21,1541.342254
2.0,22,1541.862826
0.8,22,1542.386415
0.8,21,1542.909146
0.8,22,1554.767104
0.9,107,1557.662661
2.0,21,1558.493145
0.8,22,1559.03507
2.0,21,1559.699891
0.8,19,1560.219743
2.0,22,1560.828099
0.9,123,1563.990625
2.0,19,1564.450101
0.8,114,1567.22893
0.8,101,1581.583747
2.0,21,1582.214426
2.0,21,1582.846305
0.8,59,1584.427702
0.8,19,1584.970548
0.8,105,1587.463829
0.8,26,1588.101742
2.0,21,1588.660208
0.8,21,1589.274579
0.8,29,1590.040189
2.0,20,1590.582673
0.8,68,1592.146945
0.8,20,1592.672251
0.8,20,1606.345658
0.9,53,1607.973835
2.0,21,1608.626865
2.0,20,1609.265087
0.9,72,1611.718904
0.8,25,1612.600427
0.8,51,1614.058413
2.0,20,1614.817877
2.0,21,1615.517271
0.8,34,1616.621172
0.8,28,1617.645081
0.8,22,1618.3563
2.0,21,1618.952269
0.8,21,1619.565423
2.0,21,1620.12112
2.0,19,1620.712656
0.8,21,1621.326019
2.0,21,1621.825107
0.8,116,1635.441631
2.0,21,1636.135666
2.0,21,1636.851501
0.8,20,1637.448216
2.0,20,1637.987409
0.0,20,1638.532674
0.8,78,1640.895559
0.8,38,1642.028314
2.0,20,1642.634681
2.0,22,1643.32606
0.8,64,1645.2011
0.8,106,1659.479348
2.0,29,1660.250319
0.8,23,1660.831897
0.8,112,1663.85326
2.0,22,1664.428612
0.8,22,1664.9598
0.8,129,1668.052502
0.8,49,1669.233732
0.8,26,1669.970451
0.8,48,1671.358464
0.8,23,1672.106878
0.8,182,1688.490982
2.0,20,1688.974394
2.0,21,1689.523802
0.8,75,1691.779767
0.8,23,1692.386918
0.9,317,1711.334219
0.8,23,1711.868146
2.0,20,1712.386154
0.9,202,1717.041087
0.8,38,1717.934635
2.0,20,1718.389166
2.0,20,1718.850417
0.9,72,1720.512532
2.0,21,1731.031885
2.0,20,1731.563868
0.8,23,1732.159687
0.8,46,1733.196898
2.0,20,1733.698257
0.8,21,1734.206413
0.8,19,1734.688251
0.8,45,1735.742823
0.8,40,1736.744864
0.8,21,1737.275273
2.0,21,1737.837205
0.8,20,1738.353848
2.0,20,1738.823649
2.0,20,1739.265226
2.0,21,1739.781609
0.8,49,1740.871943
0.9,130,1753.898245
2.0,20,1754.353145
0.8,39,1755.270593
0.9,121,1758.015674
2.0,22,1758.496252
2.0,21,1758.961893
0.4,65,1760.314539
0.8,21,1760.832459
2.0,21,1761.318108
0.8,130,1764.203855
0.8,140,1777.258177
0.8,21,1777.81316
0.7,37,1778.74596
0.8,112,1781.404546
0.8,27,1782.091491
0.8,22,1782.674881
2.0,28,1783.328519
0.8,67,1784.872869
0.8,23,1785.409761
0.9,160,1798.949641
0.8,46,1800.252099
0.8,22,1800.917704
0.8,21,1801.574814
0.8,21,1802.1131
2.0,21,1802.664355
2.0,22,1803.233316
0.8,22,1803.783906
0.8,20,1804.320073
0.8,22,1804.810659
0.8,21,1805.337923
0.7,116,1808.054842
0.8,22,1808.559911
0.8,23,1819.108703
0.9,170,1823.110183
1.0,170,1826.792942
2.0,21,1827.316009
0.8,21,1827.836663
0.8,21,1828.421803
0.9,30,1829.212487
0.8,20,1829.758156
0.8,22,1830.362799
2.0,21,1830.881319
2.0,21,1841.239462
0.8,22,1842.675388
2.0,21,1843.185528
0.8,19,1843.690908
0.8,70,1845.42922
0.8,156,1848.99275
2.0,20,1849.524102
0.8,21,1850.016008
0.8,23,1850.537414
2.0,21,1851.04002
0.8,22,1851.588749
2.0,21,1852.127286
0.8,21,1852.640471
0.8,81,1864.446493
2.0,19,1864.933752
0.8,21,1865.468439
2.0,19,1865.925383
0.8,22,1866.464932
0.8,46,1867.587588
2.0,21,1868.11121
2.0,22,1868.622669
2.0,21,1869.133446
2.0,20,1869.625995
0.8,23,1870.198806
1.0,50,1871.410388
2.0,21,1871.930194
2.0,20,1872.405099
2.0,21,1872.952797
2.0,22,1873.474198
2.0,21,1873.975256
0.8,89,1875.896221
0.8,24,1886.342286
2.0,21,1886.89416
0.9,55,1888.216516
0.8,21,1888.720268
0.9,27,1889.351909
2.0,21,1889.846062
2.0,21,1890.290247
1.0,42,1891.294161
0.7,28,1891.928115
2.0,20,1892.360517
2.0,21,1892.853294
2.0,23,1893.385604
0.8,41,1894.380648
0.8,27,1895.134068
0.8,22,1895.692301
0.9,62,1897.266636
2.0,21,1897.84754
0.8,21,1898.357318
0.9,127,1910.975706
0.9,110,1913.575374
2.0,21,1914.089042
0.8,79,1915.935421
0.8,21,1916.474408
2.0,21,1916.955291
0.8,75,1918.801988
0.8,34,1919.599709
1.0,126,1932.452177
0.8,21,1932.949654
0.8,21,1933.425369
0.8,136,1936.670848
0.8,146,1940.157458
0.8,22,1940.677162
0.8,63,1942.200011
2.0,19,1952.518434
0.8,94,1954.564047
0.9,66,1956.110913
0.9,179,1960.436602
0.9,255,1976.626523
0.8,88,1978.684556
0.8,23,1979.219083
0.8,25,1979.816889
0.8,57,1981.278386
0.9,193,1985.527834
0.9,48,1996.479157
0.8,72,1998.239877
2.0,20,1998.743885
0.8,167,2002.543934
0.8,95,2004.703362
0.8,21,2005.214174
2.0,25,2005.75149
0.8,38,2006.62169
0.8,28,2007.343267
2.0,21,2007.823544
2.0,21,2018.26549
2.0,22,2018.785537
0.8,22,2019.29296
0.8,62,2020.802033
2.0,21,2021.2703
0.8,23,2021.834755
2.0,20,2022.275606
0.8,61,2023.711638
0.8,20,2024.195718
0.9,73,2025.87397
0.8,21,2026.366319
0.8,22,2026.936427
2.0,21,2027.430225
0.8,21,2027.961832
0.8,51,2029.065541
0.8,27,2029.75924
2.0,21,2030.288005
0.8,23,2040.701696
0.8,21,2041.226227
2.0,21,2041.74396
0.9,56,2043.083092
0.9,63,2044.622373
0.8,22,2045.207342
2.0,21,2045.749286
0.8,23,2046.287499
0.8,31,2047.054739
0.8,62,2048.356329
2.0,21,2048.827895
0.8,185,2062.677263
0.8,114,2065.781969
0.8,20,2066.288627
2.0,20,2066.822034
2.0,21,2067.31428
2.0,21,2067.781167
0.8,23,2068.287894
0.8,61,2069.70331
0.8,22,2070.263887
0.9,41,2071.34457
2.0,21,2071.87327
0.8,51,2073.177336
0.8,22,2073.688244
0.9,266,2089.792174
2.0,21,2090.282184
2.0,21,2090.761595
0.9,41,2091.722721
0.8,28,2092.403385
0.8,28,2093.048315
2.0,21,2093.520792
0.9,44,2094.615192
2.0,20,2095.128845
0.9,316,2112.500646
0.8,83,2114.33623
1.0,350,2132.102972
0.8,214,2137.059968
2.0,21,2137.539521
2.0,21,2138.025863
0.9,282,2154.571312
2.0,21,2155.055104
0.8,24,2155.692923
0.8,48,2156.74852
2.0,20,2157.223178
2.0,21,2157.727807
0.8,23,2158.369588
0.8,22,2159.109177
0.8,32,2160.256282
2.0,21,2160.875975
0.8,22,2161.547881
0.8,52,2162.990566
0.8,23,2175.235824
0.8,56,2176.507079
2.0,19,2176.897201
0.8,27,2177.522514
0.8,20,2178.070118
0.8,26,2178.814871
0.8,21,2179.361331
2.0,20,2179.886928
2.0,21,2180.338719
0.8,20,2180.809238
0.8,106,2183.309136
2.0,21,2183.732574
0.8,46,2184.654
2.0,21,2185.036672
0.8,48,2185.965613
0.8,21,2186.382921
0.8,32,2196.030419
0.9,105,2198.106259
0.8,77,2199.748489
0.8,45,2200.668275
0.8,45,2201.730554
0.9,267,2216.926005
0.8,23,2217.374396
2.0,21,2217.832242
0.8,22,2218.280967
0.8,358,2225.867338
0.8,20,2226.338171
2.0,21,2237.095026
0.9,113,2239.549358
0.8,170,2243.288283
2.0,21,2243.728502
2.0,21,2244.212913
0.9,230,2258.195929
2.0,22,2258.645566
2.0,22,2259.099163
0.8,20,2259.485741
0.8,21,2259.938165
0.8,21,2260.352057
0.8,19,2260.729545
0.9,81,2262.290149
2.0,20,2262.680783
0.8,22,2263.112288
0.8,23,2263.583415
2.0,21,2264.009716
2.0,20,2264.456085
0.8,21,2264.92667
0.9,256,2278.690423
0.8,21,2279.134885
0.9,83,2280.789771
1.0,68,2282.189035
2.0,20,2282.611981
0.9,144,2285.317901
0.8,68,2295.346025
0.8,90,2297.10551
0.8,23,2297.596883
2.0,19,2298.007288
0.8,19,2298.380142
0.8,49,2299.384516
2.0,20,2299.839118
0.8,79,2301.493078
2.0,21,2301.92241
0.8,20,2302.326963
2.0,20,2302.711479
0.8,21,2303.124739
0.8,151,2314.909101
0.8,20,2315.337962
0.8,22,2315.822634
0.9,344,2322.713089
2.0,22,2323.150908
0.8,22,2323.586041
0.8,22,2324.018963
0.8,20,2333.051072
0.8,21,2333.480876
0.8,31,2334.062803
2.0,20,2334.456747
0.8,20,2334.84624
0.8,272,2340.208046
2.0,22,2340.669899
0.0,114,2342.861289
2.0,21,2351.82186
0.8,160,2354.964655
0.8,63,2356.111402
2.0,20,2356.480463
2.0,20,2356.87234
2.0,21,2357.273417
0.8,21,2357.659348
2.0,20,2358.062088
0.8,29,2358.625672
2.0,23,2359.063358
0.8,63,2360.203577
2.0,22,2360.670109
0.8,34,2361.275773
0.8,21,2370.227394
0.8,22,2370.654954
0.8,160,2374.068316
0.8,87,2375.884782
0.0,21,2376.354378
0.8,21,2376.814102
0.0,230,2390.065135
2.0,21,2390.517761
0.8,67,2391.834352
0.8,24,2392.307623
2.0,21,2392.68816
0.9,68,2393.95413
0.8,20,2394.382429
0.7,23,2394.836755
0.8,22,2395.250355
0.8,57,2396.333729
0.9,86,2398.045974
0.8,23,2398.497326
0.8,71,2408.590325
0.8,72,2410.148196
0.4,78,2411.853698
0.8,21,2412.301619
0.9,52,2413.411347
2.0,21,2413.847136
0.8,21,2414.285981
0.8,33,2414.93567
0.8,21,2415.357253
0.8,23,2415.822752
2.0,22,2416.269702
0.8,33,2416.941666
2.0,21,2417.4141
0.8,22,2417.847169
0.8,53,2427.79688
2.0,21,2428.269073
2.0,19,2428.661074
2.0,20,2429.106025
0.8,89,2430.927513
2.0,20,2431.371925
0.8,187,2434.831409
0.8,22,2435.235723
2.0,21,2435.635995
0.8,21,2436.037715
0.8,22,2436.446368
0.8,68,2446.342694
0.8,21,2446.77287
0.8,21,2447.145502
0.8,47,2448.022619
2.0,22,2448.475565
0.8,133,2450.9442
0.8,30,2451.518951
2.0,22,2452.042574
0.9,57,2453.195601
2.0,20,2453.588105
0.8,33,2454.246782
0.8,28,2454.7895
2.0,21,2455.193928
0.8,55,2464.677535
-0.2,187,2469.060398
0.8,21,2469.518497
0.8,21,2469.945224
0.8,30,2470.567946
0.8,20,2470.986346
2.0,21,2471.419939
2.0,21,2471.829952
0.8,136,2474.643638
2.0,20,2475.098738
0.8,22,2484.000405
0.8,57,2485.09805
0.8,24,2485.580063
0.8,183,2489.468894
2.0,20,2489.873151
0.8,20,2490.28889
2.0,21,2490.702328
0.8,22,2491.163228
2.0,21,2491.601842
0.9,104,2493.655829
0.8,26,2494.202054
2.0,21,2504.301193
2.0,20,2504.76101
0.8,133,2507.557753
0.8,48,2508.750043
0.8,51,2509.948686
2.0,20,2510.425881
0.8,21,2510.926232
2.0,21,2511.420703
2.0,20,2511.940018
0.9,48,2513.087702
2.0,21,2513.632261
0.8,22,2514.17572
2.0,22,2514.745007
0.8,22,2515.281048
2.0,21,2515.803893
2.0,20,2526.083677
0.8,22,2526.730333
2.0,23,2527.329779
2.0,21,2527.814023
0.8,23,2528.397378
2.0,21,2528.91825
0.9,51,2530.241623
0.8,23,2530.831797
0.9,85,2532.90695
2.0,21,2533.43324
0.8,20,2533.90412
0.8,102,2536.496084
0.8,56,2537.684826
2.0,20,2538.135377
1.0,42,2547.912862
0.9,148,2550.728061
2.0,22,2551.192742
0.8,171,2554.645708
2.0,20,2555.066814
0.8,73,2556.527447
0.9,134,2567.73641
0.8,22,2568.211111
0.8,72,2569.518343
2.0,21,2569.933833
0.9,266,2575.008078
0.8,52,2584.730494
0.8,73,2586.193094
0.8,20,2586.653645
0.8,70,2588.25788
2.0,20,2588.705536
2.0,22,2589.17453
0.9,110,2591.888313
2.0,20,2592.410197
0.8,21,2593.030688
2.0,20,2593.53808
0.8,20,2594.00517
0.8,66,2595.343499
2.0,21,2595.839405
0.8,21,2596.311538
0.8,213,2609.215438
0.8,22,2609.66833
0.9,258,2614.616782
0.9,76,2624.838627
2.0,21,2625.246882
0.8,22,2625.704203
0.8,82,2627.385755
0.8,42,2628.266412
2.0,21,2628.683961
0.8,28,2629.255507
0.8,21,2629.665087
0.8,27,2630.192999
1.0,163,2633.518539
2.0,20,2633.961424
0.8,17,2642.875014
2.0,22,2643.331254
0.8,21,2643.798116
0.8,64,2645.09983
0.8,21,2645.502462
0.8,71,2646.937791
0.8,21,2647.384166
0.8,48,2648.501577
2.0,21,2649.08288
0.8,23,2649.622874
0.8,21,2650.148554
2.0,20,2650.599637
2.0,20,2651.021106
2.0,19,2651.442192
0.8,27,2651.961187
0.8,22,2652.475555
2.0,21,2652.900028
2.0,21,2653.315096
0.8,116,2664.67266
2.0,20,2665.11968
2.0,21,2665.567173
0.8,23,2666.122216
2.0,21,2666.561877
0.9,126,2669.093583
0.8,38,2669.894176
2.0,21,2670.324408
2.0,22,2670.762989
1.0,35,2671.421901
2.0,21,2671.814483
0.8,19,2672.181668
2.0,21,2672.599124
2.0,21,2673.045502
0.9,273,2687.554005
0.8,54,2688.660647
0.8,23,2689.179266
0.8,82,2690.766202
0.8,47,2691.630354
0.8,21,2692.049702
0.8,22,2692.483414
0.8,138,2703.746849
0.8,21,2704.153235
0.9,66,2705.39959
2.0,21,2705.837167
2.0,21,2706.298088
0.8,19,2706.69682
2.0,21,2707.101865
0.8,20,2707.497365
0.8,50,2708.557493
0.8,23,2709.027946
0.9,42,2709.850015
0.9,150,2721.374866
2.0,20,2721.773611
0.8,218,2726.194446
0.8,22,2726.63083
2.0,21,2727.108825
0.8,21,2727.519494
2.0,21,2727.94022
0.8,225,2740.655248
2.0,21,2741.057096
2.0,21,2741.457531
0.9,61,2742.563321
0.8,22,2742.979044
2.0,21,2743.380253
2.0,20,2743.761129
0.8,21,2744.161812
2.0,21,2744.574723
0.9,57,2745.576786
0.8,59,2746.727738
0.8,23,2747.146273
2.0,21,2747.596956
2.0,21,2748.009008
2.0,20,2758.690333
0.9,30,2759.328544
0.8,20,2759.741621
2.0,21,2760.209418
0.8,148,2763.059492
0.8,21,2763.440738
0.8,88,2765.103225
2.0,21,2765.517736
0.8,21,2765.932475
2.0,20,2766.312328
0.8,24,2766.780259
0.9,128,2777.889615
2.0,21,2778.315806
2.0,21,2778.717197
0.8,21,2779.198994
2.0,21,2779.606911
0.8,179,2783.213549
2.0,21,2783.63812
2.0,21,2784.046314
2.0,20,2784.423576
2.0,21,2784.803052
0.9,84,2786.299968
2.0,21,2786.741695
0.8,22,2795.689109
0.8,21,2796.176367
0.8,23,2796.700125
2.0,21,2797.142606
2.0,20,2797.578598
0.8,181,2801.240083
2.0,21,2801.664098
2.0,21,2802.144613
2.0,21,2802.607868
0.8,22,2803.067262
1.0,59,2804.234252
2.0,22,2804.694684
2.0,21,2805.076688
2.0,19,2805.442041
0.9,31,2806.039763
0.8,201,2818.827319
2.0,20,2819.265329
0.8,72,2820.835914
2.0,21,2821.342047
0.8,48,2822.369942
2.0,22,2822.862264
0.8,44,2823.778461
0.8,20,2824.170151
0.8,20,2824.560803
2.0,21,2824.995459
0.8,23,2825.448384
2.0,21,2834.313155
0.8,44,2835.275235
1.0,119,2837.582122
0.8,33,2838.219275
0.8,20,2838.642058
0.8,22,2839.126252
0.8,48,2840.062605
2.0,20,2840.470683
0.8,19,2840.868425
2.0,20,2841.272132
0.8,22,2841.7344
2.0,21,2842.185032
2.0,21,2842.591499
0.8,20,2843.007389
0.8,21,2843.40168
0.8,117,2854.426435
2.0,19,2854.824682
2.0,21,2855.285096
0.9,170,2858.809375
2.0,22,2859.271123
2.0,22,2859.858287
2.0,21,2860.298502
0.8,59,2861.712094
0.8,29,2862.38128
0.8,26,2862.985284
0.8,47,2864.067216
0.8,21,2874.335449
2.0,21,2874.749225
2.0,21,2875.194166
0.8,81,2876.85413
2.0,21,2877.291093
2.0,20,2877.699673
2.0,21,2878.107243
2.0,20,2878.50187
0.9,39,2879.249533
0.8,199,2883.136641
0.9,37,2883.843844
0.8,22,2893.511479
0.8,20,2893.994636
2.0,20,2894.443674
2.0,21,2894.899003
2.0,21,2895.323671
2.0,22,2895.783385
2.0,21,2896.250724
2.0,22,2896.781091
