#{"t_start": 1605293783.280832, "env_id": null}
r,l,t
0.8,20,2897.267498
2.0,21,2897.759185
0.8,22,2898.229897
2.0,21,2898.710054
2.0,21,2899.161628
0.8,40,2900.00965
0.8,24,2900.53447
0.8,77,2902.1841
2.0,21,2902.599318
0.8,50,2903.604076
2.0,20,2904.026358
0.8,50,2913.866118
2.0,21,2914.330473
2.0,20,2914.79029
2.0,21,2915.253046
0.8,53,2916.3429
0.8,115,2918.70406
0.8,246,2923.751326
2.0,21,2932.691582
0.8,21,2933.097219
0.8,23,2933.582328
2.0,20,2933.989978
0.8,22,2934.416021
2.0,21,2934.811455
2.0,22,2935.289817
0.9,40,2936.290187
2.0,21,2936.741977
2.0,21,2937.208326
0.9,40,2938.178639
0.8,60,2939.556113
0.8,127,2942.347483
0.8,23,2942.870891
2.0,22,2943.375299
2.0,22,2952.588964
2.0,20,2953.008368
0.8,22,2953.428993
0.8,22,2953.895767
0.8,57,2955.006525
2.0,21,2955.449132
2.0,20,2955.889386
0.8,43,2956.71368
2.0,21,2957.163679
0.8,55,2958.208242
2.0,21,2958.586665
0.8,22,2959.030971
2.0,21,2959.454874
0.8,48,2960.344352
2.0,21,2960.803964
2.0,21,2961.21518
2.0,20,2961.616347
0.8,37,2962.357905
0.8,42,2971.75226
0.8,88,2973.438914
2.0,20,2973.837418
2.0,21,2974.248111
0.8,55,2975.414159
2.0,21,2975.881641
2.0,22,2976.362747
0.8,148,2979.307008
1.0,196,2991.581291
0.8,22,2992.057605
0.8,134,2994.73238
0.9,230,2999.532206
0.8,22,2999.989277
2.0,20,3000.40757
2.0,21,3009.525601
0.8,22,3010.040639
0.9,181,3013.706552
0.8,66,3015.03929
2.0,21,3015.496237
0.8,118,3017.923295
0.9,40,3018.756421
0.8,48,3028.312414
2.0,20,3028.760446
2.0,22,3029.228956
2.0,21,3029.668146
2.0,20,3030.119033
2.0,21,3030.591823
0.9,67,3032.010049
0.8,21,3032.471934
0.8,31,3033.121075
0.7,22,3033.555831
0.7,23,3033.999843
0.9,132,3036.53562
2.0,19,3036.925977
2.0,19,3037.322372
0.8,53,3038.436531
2.0,20,3047.493801
2.0,20,3047.96314
0.8,23,3048.44245
0.8,73,3049.943758
2.0,20,3050.339338
2.0,20,3050.765145
0.8,22,3051.247729
0.8,20,3051.666112
0.8,23,3052.115272
0.8,56,3053.230559
0.8,49,3054.192172
0.8,20,3054.629147
0.8,19,3055.030848
2.0,20,3055.431301
0.8,140,3066.873653
2.0,20,3067.300947
2.0,20,3067.718698
2.0,21,3068.190199
0.8,53,3069.287604
2.0,20,3069.68954
0.8,95,3071.512522
0.8,20,3071.932349
2.0,20,3072.337267
0.8,71,3073.832178
0.8,105,3075.807205
0.8,22,3076.237993
2.0,22,3076.669426
2.0,21,3085.634772
0.8,21,3086.072416
0.8,20,3086.500739
0.8,22,3086.931027
0.8,50,3087.954909
2.0,21,3088.37482
0.8,53,3089.454621
0.8,21,3089.913525
2.0,22,3090.379267
0.8,33,3091.084348
0.8,20,3091.514169
0.8,29,3092.107926
0.8,20,3092.510897
2.0,21,3092.95194
2.0,20,3093.401105
0.8,21,3093.8038
0.8,265,3107.545125
0.8,21,3107.965359
2.0,21,3108.400087
0.9,31,3109.037297
0.8,43,3109.896717
2.0,21,3110.34403
2.0,20,3110.706747
2.0,21,3111.140109
0.8,21,3111.581239
2.0,22,3112.02191
0.8,22,3112.490493
2.0,20,3112.901271
2.0,21,3113.332
0.8,135,3124.556362
-0.2,102,3126.680036
0.8,48,3127.58988
2.0,22,3128.027708
0.9,59,3129.168556
0.8,20,3129.592739
0.8,21,3130.017205
0.8,21,3130.42598
0.8,213,3143.873462
2.0,21,3144.32111
2.0,20,3144.687311
2.0,20,3145.091653
0.8,26,3145.645258
2.0,20,3146.048843
0.8,21,3146.513806
0.8,21,3146.969986
2.0,21,3147.42206
2.0,21,3147.881308
2.0,21,3148.305141
0.8,166,3151.65053
0.8,71,3153.021563
0.8,43,3162.977448
1.0,61,3164.22875
2.0,21,3164.665404
2.0,21,3165.123521
0.8,20,3165.599506
2.0,21,3166.036806
0.8,23,3166.49754
0.8,20,3166.897707
2.0,20,3167.319038
2.0,20,3167.770046
2.0,21,3168.327228
2.0,21,3168.818429
0.9,113,3171.219739
0.8,52,3172.448249
0.8,22,3172.958418
2.0,21,3183.340617
0.8,46,3184.46753
2.0,21,3184.993144
2.0,22,3185.588308
2.0,22,3186.217098
2.0,22,3186.799549
0.8,199,3191.894134
0.8,21,3192.364432
0.8,20,3192.818995
2.0,21,3193.268632
0.8,24,3193.789318
2.0,20,3194.183744
0.8,22,3194.641482
0.8,20,3195.07279
0.8,20,3195.520365
0.8,37,3207.484501
2.0,20,3208.024847
0.8,22,3208.633961
0.8,27,3209.368119
0.8,71,3211.369612
2.0,21,3211.949572
2.0,21,3212.491614
0.8,158,3216.20353
0.8,21,3216.678078
0.8,22,3217.239674
0.8,23,3217.733126
0.9,99,3229.090526
2.0,22,3229.576388
0.8,253,3235.106673
2.0,20,3235.537234
2.0,20,3235.981234
0.9,158,3239.226381
0.8,54,3252.717032
0.8,21,3253.188324
2.0,21,3253.623826
2.0,21,3254.063913
0.8,22,3254.526487
2.0,20,3254.952715
0.8,22,3255.367964
0.8,29,3256.030027
0.8,29,3256.570692
2.0,21,3256.990356
0.8,31,3257.587879
2.0,20,3257.976063
0.8,24,3258.470407
0.8,21,3258.894206
2.0,21,3259.3068
0.8,20,3259.730402
0.8,22,3260.228777
0.8,21,3260.689646
0.8,21,3261.195195
0.8,60,3262.452725
0.8,23,3274.731226
0.8,20,3275.192835
0.8,21,3275.662111
0.8,23,3276.131744
0.8,49,3277.150375
0.8,127,3279.756825
0.8,20,3280.161355
0.8,21,3280.584568
0.8,100,3282.458274
0.8,34,3283.071072
2.0,21,3283.468941
2.0,22,3283.898474
2.0,21,3284.339384
0.8,21,3293.765673
0.8,95,3295.759559
2.0,20,3296.164551
2.0,21,3296.573071
0.8,49,3297.512528
0.8,37,3298.213814
0.8,21,3298.638557
2.0,21,3299.062555
2.0,20,3299.483388
2.0,20,3299.881868
0.8,21,3300.293176
0.8,21,3300.666046
0.8,50,3301.65443
2.0,21,3302.098282
0.8,21,3302.514009
2.0,21,3302.94436
0.8,53,3312.615389
2.0,20,3313.00356
0.9,171,3316.271203
0.8,135,3318.970109
0.8,20,3319.37389
0.8,23,3319.841267
0.8,275,3333.718297
0.8,50,3334.685382
0.8,22,3335.093899
0.0,21,3335.538222
2.0,21,3335.948047
0.8,20,3336.344606
1.0,40,3337.15448
0.8,21,3337.565413
0.9,52,3338.539438
0.8,22,3338.970542
2.0,21,3339.365936
2.0,20,3339.750464
2.0,21,3340.154926
2.0,21,3340.541426
0.8,21,3340.930235
2.0,21,3350.321339
2.0,21,3350.723932
2.0,20,3351.094007
2.0,22,3351.544071
2.0,21,3351.943453
0.8,23,3352.408781
0.8,20,3352.844814
0.9,29,3353.387665
0.8,21,3353.813447
2.0,20,3354.189652
0.8,25,3354.693876
0.8,91,3356.423138
0.8,23,3356.847278
0.8,22,3357.288922
0.8,71,3358.668531
2.0,22,3359.12495
2.0,22,3359.560016
0.8,20,3368.622922
2.0,20,3369.074876
0.8,34,3369.841216
2.0,21,3370.297739
0.8,22,3370.781616
2.0,21,3371.248303
1.0,116,3373.522992
0.9,70,3374.906089
0.9,88,3376.705636
2.0,20,3377.092154
2.0,21,3377.512145
0.8,21,3377.921372
2.0,21,3378.348197
2.0,21,3378.784494
0.8,52,3388.393232
0.8,21,3388.815186
0.8,21,3389.249553
2.0,20,3389.67294
2.0,21,3390.105623
0.8,57,3391.242557
0.8,22,3391.623874
0.8,22,3392.029528
0.8,20,3392.385116
0.8,53,3393.387282
0.8,44,3394.468397
2.0,20,3394.942774
2.0,19,3395.420742
0.8,21,3395.919111
0.8,22,3396.48421
0.8,20,3396.923709
0.8,22,3397.392585
2.0,20,3397.788286
0.8,22,3398.217875
2.0,21,3407.305315
0.8,21,3407.730727
0.9,34,3408.385775
2.0,21,3408.815144
0.8,21,3409.192127
0.8,21,3409.576236
2.0,21,3409.974314
0.8,21,3410.36771
2.0,20,3410.755734
0.8,22,3411.182911
0.8,28,3411.746671
2.0,21,3412.162426
0.8,21,3412.67124
0.8,21,3413.085003
2.0,22,3413.512828
2.0,20,3413.928232
0.8,21,3414.371824
0.8,102,3416.40047
0.8,26,3416.920413
0.8,26,3426.049472
0.8,20,3426.487921
2.0,20,3426.919476
0.8,20,3427.348134
0.9,160,3430.557207
0.8,103,3432.609988
2.0,21,3433.061244
2.0,20,3433.493402
0.8,20,3433.871285
2.0,20,3434.297491
0.8,22,3434.747054
0.8,22,3435.168408
0.8,22,3435.62573
0.8,31,3444.804618
2.0,22,3445.270509
2.0,21,3445.699296
0.8,29,3446.327871
0.8,21,3446.72102
2.0,20,3447.150232
2.0,20,3447.552958
0.8,22,3448.013862
0.9,148,3450.850579
0.8,22,3451.269793
0.8,20,3451.694977
2.0,21,3452.084063
2.0,20,3452.502319
2.0,21,3452.930314
0.8,21,3453.36967
0.8,92,3463.712655
0.9,44,3464.554778
0.9,210,3468.540384
2.0,20,3468.923593
0.8,22,3469.344175
0.8,20,3469.705944
0.5,117,3471.831975
2.0,20,3472.218245
0.8,21,3472.636675
0.8,23,3473.088815
0.9,84,3483.729115
0.9,95,3485.54031
0.8,19,3485.924337
0.8,19,3486.346313
0.9,31,3486.994397
2.0,22,3487.4849
2.0,20,3487.88088
0.8,22,3488.309586
2.0,21,3488.751133
0.8,53,3489.815617
0.8,23,3490.312687
2.0,22,3490.762723
0.8,21,3491.14724
0.8,59,3492.292252
0.8,23,3501.459673
2.0,22,3502.025726
2.0,21,3502.458106
0.8,19,3502.841491
0.8,90,3504.66259
0.8,127,3507.07231
2.0,20,3507.474263
0.9,57,3508.611904
0.8,59,3509.79149
2.0,19,3510.134479
0.8,21,3510.537838
1.0,183,3522.880359
0.8,21,3523.322011
0.8,35,3524.118231
0.8,22,3524.538123
2.0,20,3524.943067
2.0,20,3525.349438
2.0,22,3525.801892
0.8,21,3526.252893
0.8,21,3526.748595
2.0,20,3527.147033
0.8,55,3528.195295
0.8,21,3528.640907
0.8,21,3529.077475
2.0,20,3529.458333
2.0,20,3529.895368
0.8,22,3530.332823
0.8,155,3541.943144
0.8,54,3543.02976
2.0,21,3543.482727
0.7,45,3544.390366
0.8,21,3544.834978
0.9,63,3546.121603
0.9,108,3548.199268
0.8,401,3565.787971
0.8,21,3566.201207
2.0,21,3566.598699
0.8,28,3567.136716
2.0,22,3567.544708
2.0,20,3567.951034
2.0,22,3568.366394
2.0,21,3568.795413
0.8,20,3577.80226
2.0,21,3578.237113
0.8,167,3581.350422
2.0,22,3581.759636
0.8,48,3582.710748
0.8,25,3583.224313
0.8,73,3584.691587
2.0,20,3585.124652
0.8,20,3585.676487
0.8,123,3596.717082
2.0,21,3597.179777
0.8,25,3597.746992
2.0,21,3598.184795
0.9,120,3600.51309
2.0,20,3600.941463
2.0,21,3601.368046
2.0,21,3601.798206
0.8,20,3602.199433
0.9,227,3614.957231
2.0,22,3615.378071
2.0,21,3615.813993
2.0,21,3616.264514
0.8,401,3623.913432
2.0,22,3624.32929
2.0,20,3624.75241
0.8,22,3633.725357
2.0,21,3634.109304
0.8,22,3634.508733
0.8,22,3635.006865
0.8,38,3635.825663
0.9,60,3637.019053
0.9,183,3640.638462
2.0,21,3641.03666
0.8,23,3641.467721
2.0,21,3641.86861
2.0,22,3642.329213
0.8,22,3642.816821
0.9,137,3654.391633
2.0,20,3654.819108
0.8,20,3655.271425
0.8,20,3655.729269
0.8,22,3656.193851
0.8,22,3656.700673
0.8,61,3657.988715
0.8,117,3660.493769
0.8,20,3660.957373
2.0,21,3661.400671
0.9,27,3662.01267
0.8,22,3662.505059
0.8,19,3662.894461
2.0,20,3663.346876
0.8,22,3672.61325
0.9,79,3674.289007
2.0,21,3674.738007
2.0,21,3675.194368
2.0,20,3675.63624
2.0,21,3676.118107
0.9,116,3678.576634
2.0,20,3679.024729
0.8,21,3679.452674
0.8,21,3679.889024
2.0,21,3680.326021
0.8,24,3680.852828
0.8,22,3681.335567
2.0,22,3681.827089
0.8,23,3682.320678
0.8,135,3693.703441
0.8,23,3694.193408
2.0,20,3694.601305
0.8,21,3695.018149
2.0,22,3695.465255
2.0,21,3695.894257
2.0,20,3696.284995
2.0,21,3696.710131
2.0,21,3697.153972
0.8,21,3697.650838
2.0,21,3698.085107
0.8,97,3700.136941
2.0,22,3700.584977
0.8,23,3701.049427
2.0,21,3701.449935
0.8,22,3701.895751
2.0,21,3702.356637
2.0,21,3711.383242
2.0,21,3711.814998
0.8,22,3712.246225
0.9,223,3716.862339
2.0,21,3717.316937
0.8,31,3717.956651
2.0,22,3718.380838
2.0,21,3718.810287
0.8,22,3719.258739
2.0,21,3719.682087
2.0,21,3720.153269
2.0,22,3720.593688
2.0,22,3721.049927
2.0,21,3721.451844
2.0,21,3730.392715
0.9,28,3730.996164
2.0,20,3731.446038
0.8,20,3731.840381
0.8,196,3735.745483
0.8,218,3740.049729
0.9,304,3754.578713
0.8,21,3755.018677
2.0,25,3755.538884
0.8,16,3755.878124
2.0,20,3756.258314
2.0,21,3756.730627
0.8,135,3768.029018
0.8,21,3768.541973
0.8,113,3770.92073
0.8,21,3771.413483
0.8,21,3771.899773
0.8,21,3772.379935
0.8,22,3772.896473
0.8,22,3773.424321
2.0,21,3773.891714
0.8,21,3774.36656
0.8,45,3775.421732
0.8,72,3777.012789
0.8,155,3788.831809
0.8,28,3789.449035
0.8,95,3791.322585
2.0,21,3791.724929
2.0,21,3792.178869
0.8,37,3792.943778
0.9,36,3793.739297
2.0,21,3794.234961
0.8,23,3794.756728
2.0,21,3795.243934
2.0,20,3795.668202
0.9,52,3796.738248
2.0,21,3797.245481
2.0,21,3797.70519
0.8,25,3798.203251
0.9,78,3808.366196
0.8,22,3808.868389
2.0,20,3809.273947
0.8,21,3809.746691
2.0,21,3810.220868
0.8,79,3811.983098
2.0,20,3812.450002
0.8,38,3813.223947
2.0,21,3813.600617
0.8,20,3813.979182
0.9,74,3815.47278
2.0,22,3815.979711
2.0,20,3816.454942
2.0,21,3816.93173
2.0,20,3817.368874
0.8,21,3817.814485
0.8,22,3826.782099
2.0,21,3827.224147
2.0,21,3827.652664
2.0,20,3828.070388
0.8,22,3828.552919
0.8,22,3828.998758
0.8,21,3829.439433
0.8,22,3829.893008
0.9,36,3830.639582
0.8,23,3831.119304
2.0,20,3831.512846
0.8,20,3831.935043
2.0,20,3832.320752
2.0,20,3832.715777
2.0,21,3833.127939
2.0,20,3833.509364
2.0,21,3833.910125
0.9,121,3836.274338
2.0,20,3836.694799
0.8,20,3845.65655
0.8,22,3846.113724
2.0,20,3846.554892
2.0,20,3846.944696
2.0,21,3847.377321
0.8,65,3848.671344
0.8,51,3849.689264
0.8,169,3852.941307
0.8,120,3855.351793
0.8,130,3866.389751
2.0,20,3866.798679
0.8,45,3867.745746
0.9,71,3869.14134
2.0,22,3869.630491
0.8,21,3870.039768
0.8,38,3870.769855
2.0,21,3871.196368
0.8,38,3871.895481
2.0,21,3872.376638
0.9,197,3884.932051
2.0,21,3885.347116
0.8,21,3885.790339
2.0,21,3886.248456
0.8,23,3886.764209
2.0,19,3887.155659
0.8,21,3887.596456
0.8,20,3888.041521
0.8,83,3889.678549
0.8,45,3890.615304
2.0,20,3891.045383
2.0,21,3891.515829
0.8,26,3892.101248
0.8,21,3892.550931
2.0,21,3892.984364
2.0,20,3893.405408
0.9,89,3904.022341
2.0,21,3904.470401
2.0,20,3904.8533
0.8,22,3905.274702
0.8,20,3905.683959
2.0,19,3906.061764
2.0,22,3906.491179
0.8,21,3906.878384
2.0,22,3907.288328
0.8,27,3907.854435
0.8,62,3909.004352
0.8,22,3909.481264
2.0,21,3909.894089
2.0,20,3910.299042
2.0,21,3910.700613
2.0,20,3911.118859
0.8,39,3911.882001
2.0,21,3912.32426
0.8,20,3921.184413
0.8,21,3921.634664
0.8,28,3922.170358
2.0,20,3922.560539
2.0,20,3922.948665
2.0,21,3923.332071
2.0,21,3923.747132
0.8,19,3924.111466
0.8,40,3924.827422
2.0,20,3925.213235
0.8,74,3926.617808
0.8,31,3927.221716
0.8,22,3927.648265
2.0,20,3928.070384
2.0,95,3929.994806
2.0,20,3930.430811
0.8,22,3930.863555
2.0,21,3940.177308
0.8,21,3940.607601
2.0,21,3941.099791
0.8,21,3941.576787
2.0,20,3941.961498
0.8,21,3942.400239
2.0,22,3942.910531
2.0,21,3943.382885
2.0,21,3943.803151
0.8,31,3944.458833
2.0,22,3944.907581
0.8,23,3945.346714
0.8,219,3949.691188
0.8,75,3959.912133
0.8,22,3960.451541
0.8,57,3961.585805
2.0,21,3962.029143
0.9,102,3964.091664
2.0,20,3964.495259
2.0,22,3964.915235
0.8,23,3965.37001
2.0,21,3965.802107
0.8,20,3966.230275
2.0,21,3966.687403
2.0,21,3967.133304
2.0,20,3967.564806
0.8,52,3968.637431
2.0,20,3969.057389
0.8,20,3969.456593
0.8,41,3978.829035
0.8,52,3979.940488
-0.2,97,3981.830439
0.8,58,3983.007582
0.8,138,3985.828876
0.8,21,3986.258263
0.8,57,3987.377908
2.0,20,3987.806839
0.8,21,3988.238855
2.0,22,3997.243256
2.0,21,3997.709492
0.8,22,3998.139778
0.8,115,4000.435234
2.0,20,4000.82603
2.0,20,4001.235477
0.8,21,4001.6852
2.0,21,4002.115448
0.8,20,4002.565276
0.8,21,4003.018408
0.8,21,4003.435751
2.0,22,4003.947911
2.0,21,4004.448983
2.0,19,4004.873291
0.8,49,4005.91408
0.8,20,4006.317085
2.0,21,4006.828094
0.8,27,4007.391378
0.8,23,4017.215826
2.0,39,4017.994644
0.8,20,4018.381325
2.0,20,4018.85239
0.8,23,4019.337619
0.8,27,4019.923771
2.0,21,4020.300883
0.8,28,4020.832532
2.0,20,4021.239083
2.0,21,4021.679691
0.8,21,4022.12168
2.0,20,4022.539895
0.8,20,4022.928819
0.8,21,4023.322972
0.8,20,4023.734731
2.0,22,4024.175655
0.8,31,4024.784177
0.8,23,4025.240505
0.8,22,4025.633362
2.0,20,4026.038841
2.0,20,4026.426309
0.8,50,4027.400028
0.8,33,4036.650733
2.0,21,4037.055068
0.8,21,4037.479563
2.0,21,4037.873776
2.0,21,4038.269551
0.8,21,4038.708708
0.8,21,4039.122952
2.0,21,4039.536276
0.9,217,4043.839354
0.8,27,4044.338259
2.0,21,4044.800121
2.0,20,4045.193383
0.8,37,4045.929092
0.8,20,4055.624043
0.8,324,4063.961473
0.8,19,4064.483054
0.8,61,4066.024507
0.8,44,4067.18207
0.9,204,4084.184887
0.8,23,4084.841459
0.8,22,4085.462252
2.0,22,4086.103911
0.8,21,4086.758606
2.0,20,4087.328137
0.8,125,4090.461159
0.8,21,4091.023972
0.8,27,4091.739672
0.8,32,4092.542015
2.0,20,4093.04611
0.8,21,4093.59428
0.8,66,4106.615009
0.8,22,4107.198362
2.0,21,4107.747429
2.0,22,4108.291754
0.8,63,4109.84602
0.8,29,4110.57549
2.0,22,4111.11508
0.8,21,4111.651811
0.8,22,4112.188474
2.0,20,4112.6611
0.9,190,4117.599224
2.0,21,4118.197553
0.9,120,4132.78141
2.0,20,4133.29092
0.8,48,4134.538401
0.8,20,4135.065142
0.8,22,4135.603796
0.8,23,4136.25127
0.8,37,4137.312502
2.0,21,4137.892137
2.0,20,4138.443423
0.9,25,4139.116155
2.0,21,4139.751999
2.0,21,4140.276563
0.8,25,4140.912399
2.0,22,4141.518751
0.8,22,4142.04562
0.8,22,4142.604548
0.8,22,4143.145089
0.9,30,4155.645702
2.0,21,4156.169227
0.9,88,4158.503597
0.8,47,4159.665164
2.0,21,4160.178241
0.8,22,4160.707212
0.8,19,4161.219624
2.0,20,4161.75733
0.8,37,4162.712632
0.9,37,4163.685011
0.8,23,4164.313118
0.8,22,4164.889917
0.8,50,4166.12947
2.0,20,4166.666985
0.8,21,4167.192049
2.0,20,4167.6746
0.8,23,4179.952643
2.0,20,4180.471792
2.0,21,4181.028845
2.0,22,4181.576715
0.8,72,4183.370958
0.8,21,4183.977042
0.8,139,4187.638079
0.8,25,4188.309482
0.8,20,4188.870571
2.0,21,4189.470964
0.8,107,4192.329343
0.8,20,4192.904618
