#{"t_start": 1605293783.2334216, "env_id": null}
r,l,t
2.0,20,2841.53286
0.8,20,2841.942844
2.0,21,2842.365244
0.8,59,2843.528454
0.9,68,2853.54224
0.8,20,2853.936194
0.8,22,2854.383866
2.0,20,2854.810336
0.9,142,2857.886203
0.9,42,2858.665646
2.0,21,2859.091121
2.0,21,2859.607214
2.0,20,2860.075275
2.0,21,2860.561166
2.0,21,2861.101116
0.8,135,2864.218334
0.8,136,2876.764802
0.8,23,2877.275239
0.8,104,2879.348282
2.0,21,2879.734593
0.8,63,2880.982107
0.8,26,2881.540849
0.8,53,2882.524972
2.0,20,2882.915821
2.0,22,2883.330453
0.8,48,2884.230196
0.8,19,2893.928297
2.0,21,2894.391358
0.8,21,2894.850413
0.8,57,2896.065797
2.0,20,2896.556254
0.8,28,2897.19602
2.0,21,2897.693809
2.0,21,2898.146833
0.8,20,2898.60726
2.0,21,2899.058455
0.8,33,2899.772681
2.0,20,2900.197083
2.0,22,2900.694856
2.0,20,2901.127801
0.8,27,2901.7032
0.9,178,2914.162279
2.0,21,2914.646075
0.8,21,2915.113556
2.0,20,2915.548887
0.9,183,2919.32941
2.0,21,2919.774188
2.0,21,2920.18719
2.0,21,2920.619101
0.8,72,2922.07708
0.8,20,2922.48072
0.8,20,2922.883008
0.8,21,2923.323428
2.0,21,2923.731998
0.9,148,2935.224353
0.8,20,2935.709059
2.0,20,2936.218222
0.8,20,2936.668156
2.0,21,2937.122793
2.0,22,2937.654827
2.0,20,2938.127451
0.8,20,2938.631438
2.0,21,2939.089998
2.0,21,2939.537319
2.0,20,2940.016602
0.8,21,2940.478526
2.0,19,2940.944098
2.0,21,2941.399084
0.8,23,2941.873953
0.9,31,2942.560535
0.8,22,2943.058837
2.0,20,2943.523438
0.8,147,2955.221802
2.0,21,2955.667823
2.0,20,2956.090032
0.8,38,2956.838786
0.9,188,2960.458807
0.8,102,2962.523852
2.0,22,2971.44912
0.8,21,2971.938783
0.8,131,2974.49279
2.0,21,2974.910468
2.0,20,2975.342899
0.8,20,2975.795239
0.8,23,2976.29302
2.0,22,2976.76958
2.0,21,2977.16497
2.0,21,2977.542859
2.0,20,2977.979163
2.0,21,2978.411056
0.9,40,2979.162143
0.9,138,2990.316636
2.0,21,2990.736781
0.8,21,2991.155564
2.0,21,2991.53609
2.0,21,2991.998838
0.8,23,2992.490139
0.9,80,2994.018105
2.0,20,2994.426033
2.0,21,2994.954103
0.8,22,2995.542529
2.0,21,2996.040924
0.8,33,2996.688862
0.9,55,2997.75818
2.0,21,2998.193146
2.0,20,2998.575916
2.0,20,2998.949548
0.8,33,2999.613391
0.8,66,3009.71578
1.0,159,3012.912627
0.8,22,3013.348608
0.9,145,3016.327303
2.0,20,3016.750515
2.0,21,3017.212029
2.0,21,3017.61403
0.9,50,3018.648758
2.0,22,3019.110348
0.9,103,3029.888601
0.8,45,3030.91308
0.7,43,3031.803038
0.8,21,3032.270159
2.0,21,3032.698765
0.9,276,3038.179949
0.8,24,3038.707264
0.8,20,3047.777428
0.9,25,3048.292832
0.9,227,3052.952342
0.8,127,3055.563759
0.8,57,3056.735508
0.8,22,3057.20082
2.0,21,3057.635742
0.8,19,3058.029546
0.8,21,3067.011446
0.8,49,3068.016627
0.8,28,3068.626588
0.8,21,3069.081379
0.8,21,3069.512197
0.8,48,3070.427352
0.8,21,3070.860019
2.0,20,3071.220675
0.8,20,3071.635929
2.0,21,3072.069227
0.8,21,3072.517042
2.0,21,3072.953295
0.8,20,3073.338798
0.8,20,3073.763159
2.0,20,3074.149791
0.8,158,3085.758121
0.8,20,3086.17877
2.0,20,3086.599603
0.8,27,3087.115732
2.0,21,3087.529927
2.0,20,3087.923852
0.8,22,3088.368319
0.8,21,3088.827703
0.8,59,3090.072407
0.8,21,3090.518511
2.0,20,3090.927765
0.8,20,3091.372914
2.0,21,3091.816011
2.0,20,3092.223793
2.0,20,3092.626914
2.0,22,3093.0904
0.8,45,3094.006453
0.8,203,3106.493086
0.9,42,3107.32146
2.0,20,3107.747364
2.0,21,3108.168975
2.0,21,3108.598774
2.0,20,3109.000935
0.8,54,3110.108605
0.8,92,3111.948758
2.0,21,3112.369221
2.0,20,3112.811079
2.0,21,3113.246902
0.9,171,3125.213261
0.8,22,3125.685047
2.0,21,3126.096526
2.0,20,3126.532936
2.0,20,3126.940799
0.9,237,3131.613535
2.0,19,3132.017924
0.8,20,3132.419808
0.8,20,3132.819995
0.8,21,3133.258961
0.8,19,3142.727889
0.9,66,3144.100146
0.8,78,3145.662196
0.8,23,3146.169736
0.8,22,3146.649423
2.0,22,3147.121199
0.8,20,3147.556068
0.8,22,3148.034343
0.8,21,3148.458562
1.0,256,3162.570953
2.0,22,3163.127068
0.9,401,3171.806371
2.0,21,3172.275366
2.0,20,3172.74572
0.8,52,3183.872947
0.8,74,3185.792581
0.8,22,3186.381495
0.8,22,3186.986245
0.8,22,3187.583876
0.9,301,3194.725707
0.8,34,3195.436201
0.8,80,3208.539322
2.0,20,3209.097467
0.8,21,3209.699604
0.8,33,3210.556109
0.8,21,3211.174023
2.0,21,3211.765876
2.0,22,3212.354591
2.0,21,3212.939619
0.9,85,3214.942074
0.8,49,3216.012713
0.8,398,3234.006196
2.0,21,3234.455551
0.8,21,3234.943022
0.8,22,3235.420213
0.8,20,3235.860808
0.8,76,3237.324569
0.8,68,3238.75367
0.8,21,3239.241536
0.8,133,3254.41551
0.8,55,3255.564724
2.0,22,3256.047011
0.8,21,3256.460342
0.8,21,3256.867067
2.0,20,3257.267525
2.0,21,3257.687125
0.8,21,3258.098524
0.8,67,3259.45609
2.0,21,3259.899229
0.8,163,3275.288653
0.9,61,3276.567593
0.8,20,3276.960783
0.8,20,3277.406495
2.0,20,3277.878886
2.0,21,3278.323289
0.8,66,3279.546885
2.0,21,3279.994799
2.0,20,3280.400612
0.8,207,3284.3209
2.0,20,3293.722479
2.0,21,3294.175291
2.0,21,3294.631556
2.0,22,3295.06437
0.8,20,3295.50386
0.8,133,3298.085007
0.9,175,3301.528618
0.8,22,3302.013229
0.9,86,3303.730489
2.0,21,3312.78408
0.8,21,3313.216332
0.8,19,3313.585468
2.0,20,3313.957491
0.8,145,3316.701256
2.0,21,3317.120203
2.0,19,3317.494742
2.0,20,3317.84888
2.0,21,3318.305866
2.0,21,3318.7444
0.8,119,3321.088973
2.0,21,3321.487765
2.0,20,3321.857967
2.0,20,3322.273831
0.8,93,3332.593361
2.0,21,3333.002214
2.0,21,3333.409964
2.0,21,3333.867803
2.0,20,3334.255638
0.9,64,3335.481549
2.0,21,3335.893016
0.8,19,3336.27345
0.8,23,3336.714616
2.0,20,3337.12985
2.0,19,3337.510227
2.0,23,3337.95287
2.0,21,3338.345533
0.0,21,3338.759224
0.9,224,3352.043787
2.0,27,3352.579902
0.8,19,3352.994564
0.9,97,3354.880424
0.8,21,3355.287851
2.0,20,3355.676246
0.8,176,3359.056189
2.0,21,3359.476819
2.0,20,3359.869348
0.8,20,3368.970852
0.8,41,3369.932661
0.8,21,3370.386233
0.8,76,3371.926771
0.8,20,3372.32607
0.8,20,3372.743545
0.9,265,3378.038822
2.0,21,3378.468201
0.9,94,3388.942804
2.0,22,3389.379776
0.8,20,3389.834244
2.0,20,3390.220994
0.8,20,3390.646012
0.9,190,3394.343582
0.8,22,3394.905793
2.0,21,3395.40038
0.8,19,3395.850236
0.8,26,3396.568223
0.8,35,3397.276691
2.0,20,3397.696844
0.8,26,3398.195582
0.8,20,3407.262205
0.8,23,3407.720974
0.9,32,3408.350568
2.0,22,3408.791274
0.8,195,3412.611902
2.0,20,3413.03067
2.0,20,3413.422426
2.0,21,3413.839191
2.0,20,3414.250979
2.0,20,3414.665941
2.0,21,3415.07741
0.8,21,3415.500049
2.0,21,3415.944216
2.0,20,3416.325727
2.0,21,3416.760071
2.0,20,3417.207935
2.0,20,3426.216959
0.8,22,3426.6647
2.0,21,3427.107356
0.8,20,3427.535325
0.8,28,3428.121325
0.8,22,3428.588411
0.9,63,3429.829002
2.0,20,3430.236697
0.8,22,3430.662043
0.9,108,3432.804763
0.8,29,3433.4238
0.8,27,3433.969635
0.8,80,3435.573746
2.0,20,3435.985153
0.8,21,3445.007024
0.8,22,3445.47194
2.0,21,3445.892287
2.0,21,3446.307702
0.8,26,3446.860869
2.0,21,3447.305526
2.0,21,3447.735302
2.0,20,3448.12379
2.0,20,3448.51441
2.0,20,3448.902951
0.8,20,3449.278558
0.8,21,3449.674602
0.8,62,3450.833448
0.8,80,3452.430021
2.0,21,3452.864034
0.8,91,3454.608887
0.8,22,3463.631522
0.8,121,3465.977947
0.9,314,3471.79664
0.8,42,3472.617003
2.0,22,3473.052315
0.8,20,3482.352241
2.0,21,3482.807735
0.8,30,3483.456752
0.8,21,3483.88999
0.8,111,3486.025284
0.8,63,3487.321231
2.0,21,3487.795099
0.8,34,3488.478049
0.8,22,3488.967879
0.9,44,3489.787351
2.0,20,3490.24199
0.8,133,3501.578279
2.0,19,3502.028333
1.0,327,3508.463517
2.0,21,3508.971445
0.8,21,3509.369447
0.9,116,3520.373209
2.0,21,3520.752438
2.0,21,3521.144308
0.8,25,3521.636703
0.8,22,3522.063879
0.8,23,3522.559457
2.0,21,3522.981377
2.0,22,3523.46504
0.8,20,3523.876818
0.9,136,3526.724386
0.8,70,3528.088197
2.0,21,3528.53242
0.8,82,3530.209189
0.8,28,3539.338085
2.0,21,3539.738255
0.8,22,3540.165747
0.8,21,3540.568896
2.0,21,3540.995012
0.8,101,3542.981926
2.0,21,3543.439066
0.8,33,3544.150056
2.0,22,3544.602275
2.0,20,3545.034465
2.0,21,3545.459724
2.0,21,3545.877308
0.8,22,3546.339515
0.9,196,3559.300032
0.8,22,3559.719908
0.9,156,3562.913083
0.9,56,3564.199915
2.0,21,3564.725554
0.8,22,3565.194835
0.8,143,3568.048857
2.0,21,3568.449153
2.0,21,3568.881438
2.0,20,3577.888228
0.9,138,3580.439401
0.9,36,3581.115867
0.8,49,3582.074867
2.0,21,3582.476259
0.8,22,3582.940598
2.0,20,3583.36699
2.0,20,3583.776203
2.0,21,3584.181141
0.9,64,3585.617032
0.8,34,3586.256443
2.0,20,3586.651746
0.8,65,3596.580011
2.0,22,3597.061641
0.8,20,3597.520359
0.9,30,3598.143111
0.8,23,3598.62722
0.9,71,3599.984505
2.0,22,3600.41129
0.8,28,3601.021646
2.0,21,3601.452445
0.8,177,3604.751954
0.8,22,3605.168634
2.0,22,3605.559743
0.9,84,3615.737275
0.8,22,3616.209688
2.0,21,3616.647123
0.8,21,3617.039266
0.8,23,3617.468639
2.0,21,3617.857166
0.8,76,3619.309467
0.9,144,3622.007477
2.0,21,3622.413669
0.8,22,3622.86529
2.0,21,3623.260741
2.0,20,3623.632733
0.8,26,3624.167583
0.8,22,3624.588077
2.0,22,3633.546976
0.8,73,3634.959778
2.0,20,3635.446124
2.0,22,3635.9452
0.9,37,3636.657633
2.0,21,3637.104442
0.8,37,3637.84802
2.0,20,3638.221948
0.8,22,3638.660198
2.0,20,3639.057933
0.8,23,3639.509178
0.8,49,3640.453612
0.9,95,3642.292014
0.8,24,3642.781987
2.0,21,3643.220443
2.0,21,3652.420738
2.0,21,3652.879616
0.8,22,3653.339693
0.8,21,3653.769768
0.8,78,3655.456233
2.0,22,3655.943905
2.0,21,3656.386365
0.8,28,3657.021423
2.0,21,3657.438747
2.0,21,3657.866883
2.0,20,3658.327695
0.8,57,3659.522237
0.8,22,3659.999166
2.0,22,3660.471152
2.0,22,3660.963954
0.8,26,3661.560285
2.0,21,3662.011917
2.0,22,3662.493675
2.0,21,3662.981779
0.9,144,3674.855553
0.8,41,3675.763503
2.0,20,3676.223425
2.0,22,3676.634533
0.9,60,3677.920863
0.8,21,3678.358147
2.0,21,3678.82688
0.8,97,3680.860629
0.8,21,3681.327167
2.0,20,3681.756261
2.0,21,3682.213075
0.8,133,3693.588988
0.9,157,3696.810699
2.0,21,3697.259848
2.0,21,3697.756496
2.0,22,3698.203439
2.0,21,3698.648759
0.8,21,3699.08945
0.8,142,3701.99717
2.0,21,3711.013701
0.8,21,3711.491844
2.0,21,3711.918941
2.0,21,3712.32911
2.0,22,3712.799195
0.8,56,3713.886185
2.0,21,3714.310391
0.8,21,3714.771921
2.0,20,3715.203611
2.0,21,3715.644792
2.0,22,3716.0919
0.9,66,3717.483972
0.8,22,3717.921967
2.0,21,3718.325654
0.8,23,3718.786619
2.0,22,3719.235109
2.0,22,3719.679068
2.0,21,3720.151064
2.0,22,3720.590719
0.8,23,3721.063318
0.8,22,3721.538057
0.8,22,3730.496717
0.8,22,3730.93261
2.0,20,3731.359564
0.8,65,3732.738416
0.9,50,3733.693111
2.0,22,3734.132955
0.8,22,3734.572955
0.8,44,3735.444445
2.0,21,3735.875013
2.0,21,3736.300043
2.0,22,3736.703734
2.0,21,3737.108011
2.0,22,3737.501925
0.8,21,3737.92247
1.0,136,3749.111602
2.0,21,3749.546143
0.8,21,3749.986847
0.8,22,3750.409575
2.0,22,3750.866963
0.8,20,3751.256399
0.8,21,3751.679718
2.0,21,3752.101261
2.0,21,3752.479943
2.0,21,3752.893317
0.8,52,3753.943918
0.8,21,3754.363599
2.0,21,3754.794058
0.8,23,3755.294958
0.8,54,3756.406008
2.0,21,3756.865808
2.0,21,3757.307664
0.8,21,3757.717083
2.0,20,3758.127775
0.8,21,3758.559385
0.8,21,3758.967306
2.0,21,3767.908778
0.8,24,3768.490662
1.0,120,3771.068491
2.0,22,3771.573114
2.0,20,3772.04225
2.0,22,3772.562007
0.8,22,3773.055367
0.8,23,3773.601114
0.9,68,3775.124969
2.0,20,3775.610571
2.0,21,3776.041832
2.0,20,3776.509851
0.8,21,3776.957516
1.0,44,3777.871617
2.0,20,3778.307844
2.0,22,3778.748634
0.8,22,3787.863849
0.8,21,3788.290189
2.0,21,3788.7011
2.0,21,3789.13704
2.0,22,3789.643153
0.8,22,3790.068832
0.9,97,3791.987586
2.0,20,3792.427346
0.9,34,3793.123186
0.8,21,3793.58508
2.0,20,3794.040603
2.0,21,3794.529891
0.8,22,3795.039358
0.8,82,3796.733984
0.8,21,3797.236075
0.8,21,3797.696755
0.8,21,3798.125054
2.0,20,3807.061713
2.0,21,3807.487545
2.0,21,3807.927813
2.0,21,3808.371562
0.8,21,3808.856864
0.9,159,3812.379596
0.9,173,3815.87283
0.8,20,3816.327554
2.0,21,3816.816516
2.0,21,3817.271414
2.0,22,3817.746436
0.8,23,3826.756955
0.8,21,3827.206488
0.8,22,3827.648996
0.8,22,3828.158658
0.8,71,3829.623541
0.8,22,3830.104806
2.0,20,3830.475051
0.8,19,3830.885965
0.8,22,3831.334822
0.8,186,3834.975159
0.8,20,3835.376837
0.8,20,3835.768526
0.8,39,3836.566435
0.8,21,3845.524763
2.0,21,3845.974497
2.0,20,3846.384953
2.0,20,3846.808945
0.8,21,3847.242347
2.0,20,3847.657866
0.8,22,3848.061306
2.0,20,3848.484879
0.8,58,3849.62129
2.0,20,3850.029486
0.8,23,3850.491584
0.8,22,3850.925735
2.0,21,3851.343359
2.0,22,3851.751938
2.0,20,3852.131131
0.8,120,3854.367337
0.8,23,3854.819375
2.0,20,3855.256969
2.0,22,3864.207468
2.0,21,3864.625587
0.8,21,3865.069449
2.0,21,3865.48337
0.8,22,3865.915208
0.8,22,3866.340125
0.8,24,3866.811628
0.8,22,3867.271113
0.8,13,3867.531618
0.8,23,3868.036338
2.0,21,3868.430166
0.9,55,3869.549163
0.8,21,3869.986483
0.8,21,3870.40653
0.8,90,3872.175773
2.0,21,3872.634763
0.8,61,3873.823918
2.0,21,3882.776348
0.8,38,3883.565593
0.8,25,3884.108633
2.0,20,3884.498087
0.8,56,3885.638554
0.8,23,3886.157152
2.0,21,3886.60384
2.0,20,3887.049759
0.8,20,3887.461183
0.8,217,3891.953511
2.0,22,3892.471003
0.8,30,3893.126334
0.8,21,3902.239459
2.0,21,3902.700333
2.0,20,3903.114663
2.0,20,3903.548947
0.8,217,3907.871741
0.8,22,3908.304151
0.8,21,3908.70113
2.0,20,3909.087637
2.0,21,3909.491667
0.8,20,3909.895025
0.8,20,3910.302956
2.0,20,3910.682058
0.8,24,3911.215644
2.0,21,3911.61887
2.0,21,3912.033652
0.8,49,3921.509786
1.0,321,3927.611202
0.8,62,3928.893686
2.0,21,3929.318822
2.0,20,3929.735318
0.8,23,3930.223183
0.8,21,3930.664688
0.8,28,3940.023513
0.8,19,3940.476134
0.8,20,3940.954522
2.0,21,3941.410662
0.8,55,3942.567771
0.8,21,3943.048737
0.8,19,3943.485387
0.8,22,3943.954568
2.0,21,3944.34659
0.8,71,3945.784813
0.8,21,3946.242066
2.0,20,3946.620716
0.0,22,3947.07417
2.0,22,3947.506247
2.0,21,3947.959447
2.0,21,3948.334665
0.9,72,3949.68874
0.8,91,3960.336354
0.9,70,3961.765531
0.8,196,3965.676142
2.0,22,3966.122051
0.8,59,3967.413181
0.8,38,3968.188655
0.8,115,3979.137795
2.0,20,3979.569769
2.0,21,3980.024055
2.0,21,3980.455323
0.8,20,3980.852222
0.8,29,3981.379674
0.8,157,3984.43335
2.0,21,3984.877187
0.8,22,3985.371922
0.8,22,3985.840465
2.0,21,3986.269673
2.0,21,3986.720433
0.9,152,3998.39621
0.8,20,3998.77442
2.0,22,3999.225218
0.9,114,4001.493351
2.0,20,4001.928615
0.8,20,4002.340461
0.8,21,4002.805979
0.8,22,4003.282798
2.0,21,4003.714041
0.8,20,4004.210644
0.8,22,4004.71239
2.0,21,4005.15301
0.8,211,4018.987586
0.8,21,4019.441826
2.0,20,4019.824251
0.8,56,4020.941599
0.8,23,4021.39513
2.0,20,4021.818954
2.0,21,4022.251468
0.8,21,4022.690249
0.8,39,4023.449443
0.8,160,4026.582442
2.0,21,4026.99441
0.9,289,4041.290871
0.9,26,4041.809829
0.8,44,4042.661058
0.8,20,4043.049424
0.8,21,4043.460793
2.0,21,4043.856212
0.8,43,4044.728846
2.0,20,4045.119603
2.0,21,4045.534448
0.8,20,4045.918385
2.0,20,4055.600534
0.8,187,4060.483633
2.0,21,4061.035739
0.8,20,4061.531006
2.0,21,4062.083121
0.8,22,4062.6562
-0.2,123,4065.773477
0.8,21,4066.356507
2.0,22,4066.916227
0.8,21,4067.483518
0.8,20,4067.991271
2.0,22,4068.549869
0.9,313,4088.699946
0.8,20,4089.232741
0.8,137,4092.704394
0.8,21,4093.22706
2.0,21,4093.778189
0.8,29,4105.80525
2.0,21,4106.343764
2.0,21,4106.922766
0.9,33,4107.750306
0.9,214,4113.139359
2.0,20,4113.661144
2.0,21,4114.187066
2.0,20,4114.708519
0.8,22,4115.372278
1.0,37,4116.270336
0.8,21,4116.767579
0.8,20,4117.256736
0.8,72,4130.726656
0.8,119,4133.763079
0.8,75,4135.709498
0.8,22,4136.249198
2.0,22,4136.93038
0.8,20,4137.495071
2.0,22,4138.092313
0.9,117,4141.248013
0.8,22,4141.823856
0.8,23,4142.402833
2.0,22,4142.936196
0.8,20,4155.164231
2.0,20,4155.649845
0.8,40,4156.693349
0.8,45,4157.860482
0.8,22,4158.424217
0.9,182,4163.121314
0.8,41,4164.190165
2.0,21,4164.743263
0.9,67,4166.462183
0.8,64,4168.118506
0.9,239,4185.933233
0.9,31,4186.763177
2.0,21,4187.32165
2.0,20,4187.909685
2.0,20,4188.424171
2.0,22,4189.039871
0.8,156,4193.268731
