#{"t_start": 1605293783.2575963, "env_id": null}
r,l,t
2.0,21,2994.485355
2.0,22,2995.074714
0.8,61,2996.448215
2.0,20,2996.843107
2.0,22,2997.266078
0.8,21,2997.654614
2.0,21,2998.096834
2.0,21,2998.495616
2.0,22,2998.955062
0.8,66,3000.273623
0.8,32,3009.622865
2.0,21,3010.1245
0.9,41,3010.927546
2.0,21,3011.365463
0.8,22,3011.800183
2.0,20,3012.208753
0.9,60,3013.41702
0.8,21,3013.858861
0.8,22,3014.317854
0.8,233,3019.1174
2.0,21,3019.509365
2.0,21,3028.544031
0.8,21,3029.011711
0.8,20,3029.441481
2.0,20,3029.890881
0.8,21,3030.359415
0.9,195,3034.405561
2.0,20,3034.785351
0.9,31,3035.374685
0.7,178,3047.633821
0.8,79,3049.277006
2.0,21,3049.703521
2.0,21,3050.161928
0.8,20,3050.564305
0.8,21,3051.035001
0.8,21,3051.461829
2.0,20,3051.882864
2.0,21,3052.299893
2.0,20,3052.683146
0.8,22,3053.117981
2.0,20,3053.515781
2.0,20,3053.89826
2.0,21,3054.348703
2.0,21,3054.791293
0.8,22,3055.255283
0.8,28,3055.820742
2.0,20,3056.23529
0.8,20,3056.632137
2.0,21,3057.085552
2.0,21,3057.494829
2.0,20,3057.902741
0.8,19,3066.837921
0.8,20,3067.274971
2.0,21,3067.706793
2.0,21,3068.181527
2.0,20,3068.627732
0.8,74,3070.082795
2.0,20,3070.503274
0.8,106,3072.644067
2.0,21,3073.069452
0.8,21,3073.504543
0.8,54,3074.523508
0.8,61,3075.675424
2.0,20,3076.073858
2.0,21,3076.492591
0.8,192,3088.952986
0.8,22,3089.373808
0.8,21,3089.837771
2.0,21,3090.288099
2.0,19,3090.709865
0.8,21,3091.171675
0.8,19,3091.581886
2.0,20,3091.968366
2.0,21,3092.394467
0.8,21,3092.825358
0.8,21,3093.296283
0.8,55,3094.374578
0.8,48,3095.25961
2.0,20,3095.663581
2.0,21,3104.623397
0.8,20,3105.02904
0.8,21,3105.44148
2.0,21,3105.858225
-0.2,175,3109.361884
0.8,20,3109.756519
2.0,19,3110.184186
0.9,51,3111.200134
0.8,131,3113.852577
2.0,21,3114.265174
0.9,49,3123.774204
0.8,22,3124.21158
0.8,23,3124.703575
2.0,38,3125.488855
2.0,21,3125.924189
2.0,21,3126.362723
0.8,94,3128.213266
2.0,22,3128.619526
0.8,21,3129.023541
0.8,19,3129.419038
0.8,21,3129.852134
0.8,19,3130.235783
2.0,21,3130.676339
0.8,49,3131.661198
2.0,21,3132.093464
0.8,22,3132.525872
2.0,20,3132.922611
0.8,19,3133.335485
2.0,21,3142.868038
2.0,20,3143.277074
2.0,21,3143.669923
2.0,20,3144.124056
0.9,49,3145.053894
0.8,21,3145.482234
2.0,21,3145.935655
2.0,21,3146.389367
2.0,20,3146.825577
2.0,21,3147.275625
0.8,21,3147.732744
2.0,20,3148.17003
2.0,21,3148.600233
0.8,21,3149.056609
2.0,20,3149.560338
0.9,183,3153.017559
0.8,24,3162.587739
2.0,20,3163.042121
0.9,117,3165.496223
2.0,21,3165.937441
0.8,22,3166.386288
2.0,21,3166.802545
0.8,20,3167.203938
2.0,21,3167.684777
0.8,22,3168.234267
0.8,23,3168.788615
0.8,21,3169.234549
0.8,53,3170.300379
0.8,203,3185.060286
0.8,21,3185.574528
2.0,22,3186.205306
0.9,31,3187.093189
0.8,21,3187.651597
0.8,115,3190.512827
2.0,21,3191.003296
2.0,20,3191.598331
0.8,41,3192.546961
0.8,21,3193.008332
0.8,19,3193.424018
0.9,102,3195.600183
0.9,36,3207.564159
0.8,21,3208.123262
2.0,21,3208.710775
0.8,51,3210.087939
2.0,20,3210.654125
0.8,20,3211.217827
2.0,21,3211.803943
0.8,46,3213.039261
0.8,21,3213.609293
2.0,22,3214.149511
0.9,72,3215.656043
0.8,21,3216.141944
2.0,20,3216.570053
0.8,22,3217.149616
0.8,58,3218.437842
0.8,21,3218.913081
2.0,22,3228.563936
2.0,21,3229.007591
0.8,228,3234.019564
0.8,21,3234.468175
2.0,20,3234.869644
0.8,57,3236.148975
0.8,156,3239.355574
0.8,22,3252.219423
0.9,42,3253.069473
0.8,21,3253.489197
2.0,21,3253.948684
0.8,42,3254.841451
0.8,51,3255.889344
0.8,116,3258.20973
0.8,22,3258.639344
0.9,183,3262.56658
0.8,22,3274.842919
2.0,21,3275.34401
2.0,20,3275.763707
0.9,72,3277.252706
0.8,22,3277.737037
2.0,22,3278.222273
0.8,180,3281.737912
0.8,102,3283.610895
2.0,22,3284.04665
0.8,21,3284.485649
0.8,20,3293.902766
2.0,20,3294.304277
2.0,20,3294.735277
0.8,23,3295.199604
0.8,21,3295.646958
0.8,20,3296.056929
0.8,21,3296.463979
0.8,21,3296.876127
0.8,104,3298.89257
2.0,21,3299.32729
2.0,21,3299.755458
2.0,19,3300.134224
0.8,48,3301.02567
0.8,22,3301.430262
0.8,23,3301.930642
2.0,22,3302.389078
2.0,20,3302.806307
0.8,20,3303.226011
0.9,330,3318.210626
2.0,21,3318.647694
0.8,22,3319.136727
2.0,20,3319.543753
0.8,20,3319.969002
2.0,20,3320.340698
0.8,127,3331.321602
2.0,20,3331.705487
0.8,401,3339.511217
0.9,79,3349.966141
0.8,250,3354.917763
0.8,20,3355.313904
0.8,51,3356.2324
0.8,69,3357.554769
0.8,20,3357.952565
1.0,44,3358.818695
0.9,89,3369.356009
2.0,22,3369.818047
0.8,48,3370.90587
0.8,225,3375.377873
0.8,21,3375.798998
2.0,20,3376.19836
0.9,245,3389.752047
0.8,22,3390.229342
2.0,21,3390.668578
0.8,23,3391.068579
0.8,249,3396.389297
2.0,21,3396.846105
0.8,22,3397.333933
0.0,401,3413.921243
2.0,20,3414.344618
0.8,21,3414.770441
2.0,21,3415.183717
2.0,20,3415.60055
0.8,56,3416.694535
2.0,20,3417.148274
0.8,20,3426.151449
2.0,44,3427.113958
0.8,29,3427.728369
2.0,21,3428.162325
2.0,20,3428.589702
0.8,22,3428.989662
2.0,21,3429.386544
2.0,20,3429.834886
-0.1,143,3432.603955
0.8,84,3434.406168
0.8,55,3435.466005
0.8,22,3435.908753
2.0,21,3444.922074
0.8,20,3445.355751
2.0,21,3445.779717
2.0,21,3446.188117
0.8,29,3446.800323
0.9,40,3447.636513
0.8,146,3450.434081
0.9,108,3452.595163
2.0,22,3453.041566
0.9,59,3454.139705
0.8,147,3465.576003
2.0,20,3466.00032
2.0,21,3466.383929
0.8,22,3466.799742
2.0,21,3467.180883
0.8,284,3472.462292
0.8,51,3482.394189
0.8,21,3482.852143
2.0,20,3483.252804
0.8,160,3486.443083
2.0,21,3486.842781
2.0,22,3487.327519
0.8,138,3490.143677
2.0,21,3490.608161
0.7,56,3491.66102
2.0,21,3492.054014
2.0,22,3501.200286
2.0,21,3501.679391
0.9,33,3502.411937
0.8,127,3505.01098
0.8,21,3505.445866
2.0,20,3505.842502
0.8,37,3506.500223
0.9,37,3507.192287
2.0,21,3507.605902
0.8,142,3510.387071
0.9,32,3511.007065
0.9,76,3521.234237
0.9,43,3522.093201
2.0,21,3522.4889
0.8,22,3522.991632
2.0,21,3523.400694
0.8,110,3525.670249
0.8,23,3526.159719
2.0,21,3526.62665
2.0,20,3527.060888
2.0,21,3527.477527
0.8,49,3528.418047
0.8,22,3528.884328
0.8,82,3539.112163
0.9,79,3540.666796
0.8,27,3541.195009
0.8,21,3541.626621
0.8,22,3542.056279
0.8,21,3542.464524
2.0,21,3542.848462
0.9,57,3544.039726
2.0,20,3544.486284
0.8,22,3544.951604
2.0,21,3545.38069
0.8,21,3545.79349
0.8,23,3546.270694
0.8,21,3546.712198
0.8,104,3548.650466
2.0,20,3549.015051
2.0,21,3558.610738
0.8,66,3559.968132
0.8,227,3564.872383
0.8,90,3566.719509
0.9,65,3567.933045
0.8,26,3568.484718
0.9,72,3578.527336
0.8,338,3585.046651
0.9,89,3586.985493
2.0,21,3587.390143
0.8,21,3596.380088
2.0,21,3596.856233
0.8,70,3598.367764
0.9,127,3600.854984
2.0,20,3601.265139
2.0,20,3601.673327
0.8,21,3602.090422
2.0,20,3602.483833
0.8,369,3618.034828
2.0,21,3618.419077
2.0,21,3618.825656
2.0,21,3619.2137
0.8,23,3619.665874
2.0,21,3620.05221
2.0,20,3620.427725
0.9,40,3621.147872
2.0,21,3621.533169
0.8,21,3621.946958
0.8,23,3622.44203
0.9,70,3623.791803
0.8,47,3624.712277
2.0,21,3633.661345
0.8,67,3634.976567
2.0,21,3635.474082
0.9,114,3637.763386
2.0,22,3638.228134
0.8,27,3638.752062
2.0,20,3639.150165
0.8,23,3639.609874
2.0,22,3640.007778
2.0,21,3640.379516
2.0,21,3640.824697
2.0,20,3641.211939
1.0,39,3641.963742
2.0,21,3642.410215
2.0,20,3642.807016
0.9,127,3654.19646
2.0,20,3654.614391
0.8,22,3655.116107
0.9,180,3658.962401
0.8,23,3659.447772
2.0,21,3659.907301
0.8,79,3661.696337
2.0,21,3662.164415
0.8,43,3663.12174
0.8,30,3672.521957
2.0,20,3672.967607
2.0,21,3673.404293
0.9,39,3674.222014
2.0,21,3674.67333
2.0,21,3675.128829
2.0,20,3675.573456
2.0,20,3676.038699
0.8,31,3676.733083
2.0,21,3677.171662
2.0,20,3677.576482
0.8,23,3678.056961
2.0,22,3678.516278
0.8,22,3678.9981
2.0,20,3679.410932
2.0,21,3679.844656
2.0,20,3680.264785
2.0,21,3680.702019
0.8,21,3681.174392
0.8,27,3681.782802
0.8,22,3682.25667
2.0,21,3682.678524
2.0,22,3683.116761
2.0,20,3692.13501
2.0,22,3692.606822
2.0,21,3693.032805
0.8,21,3693.462659
0.8,81,3695.178551
0.8,25,3695.664765
0.8,124,3698.308158
2.0,21,3698.747526
2.0,21,3699.181281
2.0,20,3699.605068
0.9,122,3702.0912
2.0,23,3711.155219
0.8,72,3712.648794
0.8,21,3713.066094
2.0,21,3713.473357
2.0,22,3713.928498
0.8,22,3714.371685
0.8,25,3714.901685
0.8,21,3715.349889
2.0,21,3715.792676
2.0,21,3716.235852
0.8,21,3716.639686
2.0,21,3717.085697
0.8,31,3717.729207
0.9,110,3719.960094
2.0,21,3720.413285
0.8,22,3720.86826
0.8,22,3721.316909
0.8,24,3730.300803
0.9,91,3732.239968
2.0,21,3732.654402
2.0,20,3733.06381
0.8,90,3734.841487
2.0,21,3735.210474
2.0,21,3735.659797
2.0,22,3736.124955
0.8,83,3737.683438
2.0,21,3738.103234
2.0,21,3738.528081
0.9,50,3739.518502
0.8,22,3739.976133
0.8,29,3748.965245
2.0,22,3749.42052
0.8,23,3749.919658
2.0,23,3750.416122
0.8,21,3750.801828
0.8,20,3751.190175
0.8,21,3751.61226
0.8,20,3752.018124
0.8,66,3753.32618
2.0,22,3753.750889
0.8,50,3754.805475
2.0,21,3755.20973
2.0,21,3755.670916
2.0,22,3756.103285
0.8,22,3756.586668
2.0,21,3757.045265
0.8,39,3757.820734
0.8,22,3758.268874
0.8,21,3758.700982
2.0,20,3759.112612
2.0,22,3768.125634
2.0,20,3768.608689
0.9,48,3769.619036
0.8,20,3770.027154
0.8,21,3770.444943
0.8,21,3770.874871
0.8,22,3771.381019
2.0,21,3771.86684
2.0,22,3772.366445
2.0,21,3772.865095
2.0,22,3773.392709
0.8,21,3773.862544
2.0,21,3774.335169
2.0,22,3774.84108
2.0,22,3775.379184
2.0,21,3775.840961
2.0,22,3776.320654
2.0,21,3776.775859
2.0,21,3777.259594
0.8,53,3778.371938
2.0,21,3778.831667
0.8,21,3787.892611
0.8,21,3788.315693
0.9,100,3790.361114
0.8,22,3790.772713
2.0,21,3791.176963
0.9,135,3794.065133
0.8,134,3796.980382
2.0,21,3797.450971
0.9,127,3808.646383
0.8,45,3809.617042
2.0,21,3810.105784
2.0,21,3810.569867
0.8,21,3811.041418
0.8,20,3811.495784
0.8,21,3811.934611
2.0,21,3812.421287
2.0,21,3812.86486
0.8,130,3815.403558
2.0,21,3815.899138
2.0,21,3816.393226
2.0,20,3816.839474
2.0,21,3817.29562
0.8,23,3817.788016
2.0,20,3826.687843
2.0,20,3827.122088
0.9,38,3827.923467
2.0,21,3828.38872
2.0,20,3828.802525
2.0,21,3829.237334
2.0,21,3829.695361
2.0,39,3830.498407
0.8,23,3830.97743
0.8,42,3831.824749
2.0,20,3832.217051
0.8,21,3832.62366
0.8,20,3833.017893
2.0,21,3833.423581
2.0,21,3833.819521
2.0,20,3834.215955
0.8,23,3834.640774
0.8,21,3835.085848
2.0,21,3835.494174
0.8,21,3835.90959
0.8,21,3836.34064
2.0,21,3845.267891
0.8,21,3845.761016
2.0,20,3846.171754
0.8,106,3848.290794
0.8,22,3848.771367
2.0,21,3849.162464
0.8,46,3850.107763
2.0,22,3850.549062
0.8,78,3852.017902
2.0,20,3852.400542
2.0,21,3852.784768
2.0,20,3853.180023
0.8,22,3853.598566
2.0,21,3853.981173
2.0,22,3854.406501
2.0,22,3854.864625
2.0,20,3855.309179
0.8,23,3864.250063
0.8,21,3864.696674
0.8,22,3865.12566
2.0,21,3865.542692
0.8,40,3866.27245
0.8,69,3867.715626
0.8,42,3868.551596
0.8,28,3869.098451
2.0,20,3869.555189
0.8,84,3871.194341
0.8,21,3871.596368
0.8,23,3872.051095
2.0,21,3872.520709
2.0,20,3872.930453
0.8,22,3873.360375
2.0,20,3873.726222
0.8,74,3883.810475
0.8,50,3884.83919
2.0,21,3885.254347
2.0,20,3885.67725
2.0,20,3886.087769
0.8,26,3886.683731
0.8,50,3887.760842
0.8,50,3888.751792
2.0,20,3889.127305
2.0,20,3889.541358
2.0,21,3889.985881
2.0,21,3890.423235
2.0,20,3890.860101
2.0,20,3891.26344
1.0,37,3892.097084
0.8,72,3902.345763
0.8,43,3903.254652
0.8,22,3903.751524
0.8,21,3904.224308
0.8,68,3905.539365
0.8,20,3905.940405
0.8,21,3906.350053
0.8,54,3907.389196
0.8,23,3907.811203
2.0,21,3908.219999
2.0,21,3908.62038
0.8,24,3909.127886
0.9,47,3910.053271
0.8,120,3920.905759
0.8,20,3921.337383
2.0,20,3921.767388
0.9,218,3925.887231
0.8,21,3926.27557
0.8,107,3928.394485
2.0,21,3928.797706
0.8,22,3929.23587
0.8,21,3929.670859
2.0,20,3930.109223
2.0,21,3930.551535
0.9,149,3942.637813
2.0,22,3943.107125
0.8,124,3945.63306
0.8,22,3946.108638
0.8,51,3947.15097
0.8,22,3947.591903
0.9,148,3959.132287
2.0,52,3960.262944
0.8,21,3960.742383
2.0,21,3961.15034
0.8,53,3962.253031
0.8,29,3962.817246
0.8,34,3963.484663
0.8,49,3964.471782
0.8,21,3964.873942
0.8,21,3965.296643
2.0,21,3965.729241
2.0,20,3966.145664
0.8,21,3966.610561
2.0,22,3967.073386
0.8,21,3967.52257
0.9,49,3968.527565
2.0,22,3968.997353
0.8,113,3979.874292
0.8,44,3980.786744
0.9,85,3982.430654
0.8,20,3982.843464
0.9,127,3985.412724
1.0,135,3988.142253
0.9,40,3997.577288
0.8,103,3999.6361
0.8,71,4001.046831
2.0,21,4001.49944
0.8,51,4002.555528
0.8,21,4003.004501
0.8,22,4003.503475
0.8,40,4004.407609
2.0,21,4004.870851
0.8,21,4005.311243
0.8,20,4005.739895
0.8,34,4006.500164
0.8,22,4007.006374
0.9,113,4018.664766
2.0,20,4019.129492
0.8,34,4019.834136
0.8,47,4020.70539
0.8,65,4022.049059
2.0,21,4022.483417
0.9,74,4023.96157
0.8,27,4024.467979
2.0,20,4024.901215
0.8,263,4038.599469
2.0,21,4039.011413
0.8,22,4039.445624
2.0,21,4039.863385
2.0,22,4040.279901
2.0,21,4040.750238
0.8,22,4041.175182
0.8,20,4041.587041
0.8,30,4042.175218
2.0,20,4042.537592
0.8,263,4057.486135
0.8,20,4058.051901
2.0,21,4058.591807
2.0,20,4059.092693
2.0,20,4059.60139
2.0,21,4060.121185
0.9,149,4063.928711
2.0,22,4064.583391
0.9,43,4065.599187
2.0,22,4066.21076
2.0,19,4066.703508
2.0,21,4067.275107
0.8,21,4067.801124
2.0,21,4068.347403
2.0,21,4080.299738
0.8,203,4086.001845
2.0,21,4086.665131
2.0,21,4087.255034
2.0,20,4087.807124
0.8,20,4088.277335
2.0,21,4088.877625
0.8,22,4089.444801
0.9,53,4090.729317
0.8,20,4091.299983
2.0,21,4091.835506
0.8,21,4092.333712
0.9,79,4105.645075
0.8,21,4106.17954
0.8,128,4109.453261
0.8,22,4110.043068
0.8,112,4112.834637
2.0,20,4113.350769
2.0,20,4113.871292
2.0,21,4114.408037
0.8,21,4114.962389
0.8,118,4118.013671
0.9,82,4131.653109
0.8,192,4136.678727
2.0,20,4137.222075
0.8,23,4137.852889
0.8,21,4138.423529
2.0,20,4138.975695
2.0,20,4139.549735
0.9,217,4156.860079
0.8,21,4157.395182
2.0,20,4157.939259
2.0,21,4158.483444
0.8,32,4159.279585
2.0,21,4159.84466
0.8,219,4165.517723
2.0,20,4165.979724
0.8,163,4181.856674
2.0,22,4182.395931
2.0,21,4182.926391
2.0,20,4183.447369
2.0,19,4183.929208
2.0,20,4184.477748
0.8,21,4185.020626
0.9,136,4188.662376
0.8,22,4189.28847
0.8,38,4190.268564
2.0,22,4190.839842
0.8,20,4191.419807
0.8,21,4191.986062
2.0,21,4192.584219
0.8,30,4193.41441
