#{"t_start": 1605293783.2575963, "env_id": null}
r,l,t
2.0,21,1268.699135
2.0,20,1269.236952
2.0,21,1269.731219
0.8,31,1270.730853
0.8,53,1272.182228
2.0,20,1272.601863
0.8,29,1273.241681
2.0,21,1273.70586
0.8,33,1274.602707
0.8,21,1275.181542
0.8,170,1289.980022
2.0,23,1290.488367
0.8,53,1291.780492
0.8,55,1292.959255
0.8,225,1297.690598
2.0,20,1298.173179
0.9,47,1308.448027
0.9,68,1309.769533
0.8,85,1311.572515
0.8,191,1315.684194
0.8,77,1317.382147
0.8,20,1317.823998
2.0,20,1318.252147
2.0,23,1327.813568
0.8,180,1331.593449
2.0,19,1332.015923
2.0,20,1332.479364
0.8,61,1333.768354
2.0,23,1334.264617
0.8,19,1334.683171
0.8,21,1335.131809
0.9,53,1336.246896
2.0,20,1336.722071
2.0,20,1337.127244
0.8,104,1348.392263
0.8,20,1348.847696
0.8,20,1349.322577
2.0,20,1349.774821
0.8,20,1350.213985
0.8,231,1355.163584
0.8,120,1357.859185
2.0,20,1358.324002
0.8,21,1358.823155
2.0,20,1368.683592
2.0,22,1369.206496
2.0,21,1369.688014
0.8,68,1371.346913
0.9,163,1375.420829
0.8,80,1377.22685
0.8,21,1377.692937
2.0,21,1378.132131
0.9,221,1393.83823
2.0,21,1394.292296
0.8,22,1394.822496
0.8,106,1397.373487
0.8,24,1397.897049
2.0,21,1398.38085
2.0,20,1398.876665
0.8,124,1402.211167
0.8,145,1415.574799
0.8,27,1416.212697
0.9,73,1417.867151
0.8,383,1438.332068
0.9,94,1440.742813
0.8,201,1446.075287
2.0,19,1446.489673
0.8,196,1461.214939
0.8,23,1461.836785
2.0,21,1462.380045
0.8,23,1463.05767
2.0,20,1463.485976
2.0,19,1463.923563
0.8,20,1464.402427
0.8,22,1465.001551
2.0,21,1465.705093
2.0,21,1466.34699
2.0,22,1466.88356
0.8,143,1471.258656
2.0,20,1471.806041
2.0,21,1472.284968
0.8,27,1473.002068
2.0,20,1473.430779
2.0,30,1484.779838
2.0,21,1485.288339
2.0,20,1485.789459
0.8,21,1486.317887
0.9,73,1488.021039
0.8,21,1488.504864
0.8,157,1492.453847
2.0,22,1493.021569
0.8,41,1494.097176
2.0,20,1494.556707
2.0,20,1495.064004
2.0,21,1495.595552
2.0,21,1496.109812
2.0,21,1496.891219
0.8,23,1508.385749
2.0,20,1508.861933
2.0,21,1509.409608
2.0,21,1509.938547
0.8,20,1510.423066
0.8,91,1512.951256
0.8,21,1513.499332
2.0,21,1514.160106
2.0,20,1514.658042
0.9,30,1515.366494
2.0,21,1515.880874
2.0,23,1516.555277
2.0,20,1517.054181
2.0,20,1517.537872
0.9,78,1519.331503
0.8,135,1532.539619
0.8,22,1533.170057
0.8,58,1534.458544
2.0,22,1534.98182
2.0,21,1535.488269
0.8,20,1535.983412
0.8,22,1536.521025
2.0,21,1537.026075
0.8,20,1537.585562
2.0,20,1538.133616
2.0,22,1538.647248
2.0,21,1539.128836
2.0,21,1539.619732
0.8,138,1542.754896
0.8,115,1556.97007
0.8,21,1557.604017
2.0,20,1558.450745
0.9,99,1561.253347
2.0,19,1561.764045
0.9,75,1563.636721
0.9,37,1564.57076
0.8,68,1566.231441
0.8,20,1566.691092
0.8,20,1567.143492
0.8,30,1567.968023
0.8,20,1579.508636
0.8,21,1580.407423
0.8,23,1581.26966
2.0,21,1581.921987
0.8,53,1583.56374
0.8,39,1584.524082
0.8,147,1588.069111
0.8,22,1588.647916
0.8,22,1589.348091
0.8,167,1606.69566
2.0,21,1607.342907
0.8,39,1608.527106
0.8,40,1609.878098
2.0,21,1610.610849
2.0,20,1611.292209
0.8,21,1612.000498
0.8,80,1614.487045
0.8,22,1615.287604
0.8,330,1635.381453
0.8,62,1637.350015
0.9,118,1640.812984
0.8,55,1642.491402
2.0,21,1643.154799
0.9,50,1644.548617
2.0,19,1645.157583
2.0,23,1645.89191
0.8,175,1661.888011
0.8,21,1662.472192
0.8,20,1663.042417
2.0,20,1663.541066
2.0,21,1664.105775
2.0,21,1664.638701
0.8,22,1665.182195
0.8,110,1667.790163
2.0,20,1668.287852
0.8,20,1668.80499
0.8,22,1669.329957
0.8,31,1670.282995
2.0,21,1670.850582
0.8,73,1684.820778
2.0,20,1685.295542
0.8,20,1685.786034
2.0,22,1686.361833
2.0,20,1686.875226
2.0,20,1687.360528
0.8,131,1690.665573
2.0,20,1691.336823
0.8,23,1692.006002
0.8,23,1692.611224
0.8,56,1694.026603
2.0,22,1694.741425
0.8,163,1709.710097
0.8,231,1715.152704
2.0,33,1715.916342
0.8,103,1718.301977
2.0,21,1718.777436
2.0,21,1719.269264
0.8,22,1719.775332
0.8,28,1720.410136
0.8,21,1730.936677
2.0,22,1731.505962
0.8,51,1732.769058
2.0,21,1733.268774
0.8,22,1733.824448
0.8,22,1734.335891
2.0,21,1734.868863
0.8,42,1735.869368
0.8,22,1736.349688
0.8,22,1736.934968
2.0,19,1737.463945
0.8,22,1738.00901
0.8,20,1738.529557
0.8,110,1741.059991
2.0,20,1741.50981
0.9,68,1752.99174
2.0,22,1753.589728
2.0,20,1754.062678
2.0,21,1754.544265
2.0,21,1755.012814
0.8,21,1755.550622
0.8,21,1756.026022
0.7,215,1760.730842
2.0,20,1761.201734
2.0,20,1761.662731
2.0,21,1762.170447
0.9,140,1775.179391
0.8,123,1778.037226
2.0,21,1778.54928
0.7,27,1779.235402
0.9,36,1780.065451
0.9,98,1782.482307
0.8,154,1786.06273
0.8,20,1796.384398
2.0,21,1796.844636
2.0,20,1797.356938
2.0,21,1797.834912
2.0,21,1798.291893
2.0,20,1798.737214
0.8,20,1799.274378
2.0,21,1799.856007
2.0,21,1800.501144
0.8,21,1801.149585
2.0,21,1801.799459
2.0,21,1802.312144
2.0,21,1802.868303
2.0,20,1803.358528
2.0,22,1803.911626
0.8,48,1805.067363
0.8,30,1805.852862
2.0,23,1806.432641
0.8,179,1820.512656
2.0,21,1820.993526
2.0,33,1821.761319
0.9,133,1824.792218
0.8,22,1825.320028
0.9,72,1826.874605
0.8,30,1827.556092
0.8,21,1828.144863
2.0,20,1828.655278
2.0,20,1829.172023
0.8,22,1829.836533
0.8,29,1830.601968
2.0,21,1831.109332
2.0,21,1842.37145
0.8,55,1843.768457
0.8,21,1844.345095
0.9,93,1846.495322
0.9,126,1849.406044
0.8,57,1850.763576
0.8,22,1851.308527
0.8,59,1852.769639
0.9,285,1869.54899
2.0,21,1870.074255
0.8,23,1870.624211
2.0,20,1871.130568
0.8,46,1872.251908
0.8,20,1872.750775
0.9,223,1887.822838
0.8,23,1888.389313
2.0,22,1888.903795
0.9,157,1892.510358
2.0,22,1893.022742
2.0,22,1893.533699
0.8,37,1894.456552
2.0,21,1894.98657
0.9,31,1895.822712
0.8,22,1896.30367
2.0,22,1896.879761
2.0,21,1897.496271
0.8,20,1898.033281
2.0,21,1898.525782
0.8,21,1908.81462
0.8,23,1909.343228
2.0,21,1909.785773
0.9,61,1911.177744
0.8,20,1911.691727
2.0,21,1912.138752
0.8,23,1912.689146
2.0,21,1913.161497
0.8,29,1913.814576
0.8,22,1914.350665
0.8,22,1914.83867
2.0,20,1915.338028
2.0,21,1915.792413
2.0,20,1916.28592
0.8,47,1917.427349
0.8,22,1917.949809
2.0,20,1918.467096
2.0,19,1918.948001
0.8,150,1932.337525
0.8,143,1935.722784
0.8,20,1936.189525
2.0,19,1936.638013
0.8,21,1937.178567
0.9,176,1941.361957
0.9,49,1942.551605
0.9,175,1956.373442
0.8,26,1956.951584
2.0,21,1957.446752
0.8,76,1959.335747
0.8,30,1960.05558
0.8,21,1960.596395
0.8,124,1963.659082
0.7,22,1964.159534
0.8,50,1975.263907
2.0,20,1975.73127
0.8,22,1976.300855
0.8,22,1976.89565
2.0,21,1977.416935
0.8,92,1979.54033
2.0,21,1980.055517
0.7,28,1980.776137
2.0,21,1981.269859
0.8,29,1981.951395
0.8,46,1982.972924
0.8,145,1986.131303
2.0,42,1997.043321
2.0,22,1997.584791
2.0,21,1998.060934
2.0,22,1998.588258
0.9,72,2000.23545
0.8,121,2003.042021
0.8,141,2006.221429
0.7,24,2006.799556
0.8,21,2007.312278
0.8,25,2007.924322
2.0,21,2018.378379
0.8,58,2019.735963
2.0,20,2020.210751
2.0,20,2020.682093
0.8,27,2021.342518
0.8,219,2026.456527
2.0,20,2026.919632
2.0,21,2027.416825
0.8,21,2027.9463
0.8,267,2044.235592
0.8,22,2044.81223
2.0,21,2045.37175
0.8,22,2045.917102
0.8,21,2046.417045
0.8,89,2048.348724
2.0,21,2048.81472
0.9,251,2064.477318
0.8,175,2068.806817
0.8,71,2070.554226
2.0,21,2071.06228
0.9,48,2072.33362
0.9,52,2073.566554
2.0,22,2074.123691
2.0,20,2074.574267
2.0,21,2085.110462
0.8,22,2085.676177
0.8,22,2086.166946
0.8,148,2089.449582
2.0,20,2089.946879
0.8,21,2090.429582
0.9,113,2093.041133
0.8,29,2093.739424
0.8,19,2094.209242
0.8,84,2096.285355
0.7,53,2107.588196
0.9,109,2110.108297
2.0,21,2110.601114
0.8,22,2111.105601
0.8,21,2111.577064
0.8,130,2114.458652
0.8,26,2115.005194
0.8,21,2115.425358
0.8,22,2115.889354
0.8,103,2128.056476
0.8,22,2128.646422
0.8,75,2130.449445
0.8,162,2134.07171
0.8,24,2134.607449
2.0,21,2135.142142
0.8,192,2139.447668
2.0,20,2149.915787
0.8,23,2150.481203
0.8,41,2151.496748
2.0,21,2152.035969
2.0,21,2152.53531
2.0,21,2153.035568
0.8,19,2153.481684
0.9,73,2155.159717
0.8,21,2155.657508
0.9,77,2157.42942
0.8,51,2158.820768
0.8,42,2160.39358
2.0,21,2161.037445
0.8,21,2161.654574
2.0,21,2162.220988
2.0,21,2162.722862
0.8,40,2175.496372
0.8,125,2178.387714
2.0,21,2179.062341
2.0,21,2179.575796
2.0,20,2180.074816
0.8,24,2180.575661
0.8,55,2182.114145
2.0,21,2182.520842
2.0,21,2182.930041
2.0,21,2183.393764
2.0,22,2183.837145
2.0,21,2184.250846
0.8,49,2185.197241
0.9,169,2197.53766
0.8,54,2198.593977
0.9,49,2199.626619
0.8,77,2201.214375
0.8,64,2202.742756
0.8,26,2203.310741
0.8,28,2203.893408
2.0,21,2204.331483
2.0,21,2204.745727
2.0,21,2205.186765
2.0,21,2205.651434
0.8,191,2219.213181
2.0,21,2219.663687
-0.2,134,2222.739175
0.8,21,2223.190093
0.8,22,2223.606592
0.9,282,2239.781572
2.0,20,2240.232827
0.8,32,2240.906755
0.8,22,2241.393285
0.8,36,2242.149782
0.8,125,2244.973499
2.0,21,2245.450917
0.9,188,2258.458267
2.0,21,2258.892042
0.8,37,2259.655277
0.9,183,2263.246864
2.0,20,2263.66573
2.0,21,2264.0934
0.8,23,2264.643807
0.8,280,2278.876572
0.8,111,2281.120086
2.0,21,2281.544381
0.8,30,2282.1471
0.8,21,2282.589001
0.8,144,2285.288185
2.0,20,2285.693541
2.0,22,2286.105181
0.8,21,2295.230314
0.8,91,2297.014161
2.0,21,2297.446102
0.8,112,2299.801029
0.8,170,2303.294131
2.0,21,2303.708335
0.8,23,2304.181685
0.8,23,2304.631083
1.0,48,2314.407528
0.8,42,2315.210165
0.8,20,2315.657962
0.8,22,2316.133444
0.8,24,2316.628124
0.8,20,2317.064989
2.0,21,2317.512779
0.8,22,2317.964932
0.8,115,2320.199756
0.8,169,2323.513348
2.0,20,2323.905918
2.0,21,2324.325241
0.8,73,2334.383286
0.8,25,2334.905194
0.8,21,2335.298601
2.0,22,2335.754349
0.8,35,2336.493347
0.8,23,2336.929004
0.9,48,2337.825809
0.8,20,2338.187309
2.0,20,2338.576163
0.8,100,2340.573707
0.8,22,2341.054435
1.0,102,2343.008857
0.8,75,2352.975384
0.0,401,2360.649346
0.9,116,2371.41121
0.8,25,2371.988817
0.8,23,2372.468206
0.8,69,2373.927916
0.7,59,2375.186502
2.0,22,2375.659199
2.0,22,2376.136132
0.8,155,2379.372635
0.8,289,2393.620282
0.8,22,2394.104895
0.7,79,2395.649937
0.9,62,2396.827755
0.8,23,2397.253073
0.8,23,2397.712596
2.0,22,2398.173628
2.0,21,2398.592729
0.8,174,2410.939779
0.8,26,2411.483838
-0.2,151,2414.652339
0.9,269,2429.077206
2.0,21,2429.529141
0.8,401,2437.259174
0.8,23,2446.22727
2.0,21,2446.66793
0.8,53,2447.632065
2.0,20,2447.992918
0.8,22,2448.456852
0.8,21,2448.88643
2.0,21,2449.26666
0.8,75,2450.647938
2.0,22,2451.070953
0.8,23,2451.475917
2.0,21,2451.958688
0.8,23,2452.460824
0.8,142,2455.28849
2.0,20,2455.699271
0.9,58,2465.235975
2.0,20,2465.673527
2.0,22,2466.164017
2.0,21,2466.659492
0.8,48,2467.885961
2.0,21,2468.368769
0.8,22,2468.908891
2.0,20,2469.375958
0.8,22,2469.818051
2.0,20,2470.235241
2.0,20,2470.667244
0.8,22,2471.120726
0.8,112,2473.351403
2.0,21,2473.86266
0.8,23,2474.324783
2.0,19,2474.724151
0.8,22,2475.215867
0.8,110,2485.861119
2.0,21,2486.300335
0.8,45,2487.176175
0.9,35,2487.862487
0.8,224,2492.581813
0.8,32,2493.206107
0.9,62,2504.116169
0.8,20,2504.590058
2.0,20,2505.042585
2.0,21,2505.539892
0.8,82,2507.177222
2.0,21,2507.653974
0.8,43,2508.695183
0.8,42,2509.677035
0.8,198,2514.56005
0.8,53,2515.901297
2.0,21,2526.208325
0.8,24,2526.890569
0.8,337,2535.290559
0.8,21,2535.80988
2.0,21,2536.345561
2.0,21,2536.817773
0.8,67,2538.310286
0.8,208,2551.277822
2.0,21,2551.735521
2.0,20,2552.110067
0.8,72,2553.539724
2.0,21,2553.969003
1.0,174,2557.437295
2.0,19,2566.386305
0.8,78,2567.955185
0.8,28,2568.518281
2.0,21,2568.900853
0.8,132,2571.31051
0.9,47,2572.272825
0.8,25,2572.767495
0.8,28,2573.33081
0.9,118,2575.527181
2.0,20,2575.893758
2.0,21,2585.070451
0.8,39,2585.826677
2.0,21,2586.288632
2.0,21,2586.784183
0.8,20,2587.218477
2.0,20,2587.681208
0.8,22,2588.170977
0.8,57,2589.456822
0.8,47,2590.453296
2.0,21,2591.030624
0.8,60,2592.682871
2.0,22,2593.267212
2.0,20,2593.772054
0.8,56,2594.980705
0.9,63,2596.381697
2.0,20,2605.468421
0.9,75,2606.872872
2.0,20,2607.276572
0.9,55,2608.338167
0.8,21,2608.779903
2.0,20,2609.191977
0.9,119,2611.529163
0.8,22,2611.951975
2.0,21,2612.390882
2.0,21,2612.810471
0.8,23,2613.239898
1.0,139,2624.61433
0.8,51,2625.629522
0.8,22,2626.078484
2.0,21,2626.477133
2.0,20,2626.901472
0.8,20,2627.296255
2.0,21,2627.756921
0.8,24,2628.263422
0.8,125,2630.805578
0.8,56,2631.905161
2.0,21,2632.351542
0.8,21,2632.785479
2.0,21,2633.208501
2.0,22,2633.689415
2.0,20,2634.113392
2.0,20,2643.086901
0.8,20,2643.509025
2.0,21,2643.96953
0.8,21,2644.37702
0.8,20,2644.792078
0.8,66,2646.106331
2.0,24,2646.590495
2.0,21,2647.035147
2.0,21,2647.481501
0.8,21,2647.916436
2.0,21,2648.399037
0.8,22,2649.003793
0.8,22,2649.56664
2.0,22,2650.085203
2.0,22,2650.597631
0.8,19,2650.998477
0.8,19,2651.385854
0.8,20,2651.822731
2.0,21,2652.254744
0.8,72,2653.773355
0.8,24,2663.095158
2.0,20,2663.529381
2.0,21,2664.007069
0.8,21,2664.480383
2.0,21,2664.938838
2.0,21,2665.418839
2.0,21,2665.886541
0.9,134,2668.659232
0.8,39,2669.440716
0.8,132,2672.042131
2.0,20,2672.438426
2.0,21,2672.881516
2.0,21,2673.321322
0.8,22,2682.484059
0.8,21,2682.941967
0.8,20,2683.376494
0.8,62,2684.753641
0.9,173,2688.345779
0.8,21,2688.780508
0.8,107,2690.912014
0.8,21,2691.290214
0.8,84,2701.442845
2.0,20,2701.866286
2.0,21,2702.267787
2.0,21,2702.666477
2.0,20,2703.071484
2.0,21,2703.474745
2.0,21,2703.909362
0.8,129,2706.4691
0.8,81,2708.088752
2.0,21,2708.528103
2.0,21,2708.968818
2.0,21,2709.364698
0.8,21,2709.759434
0.8,57,2710.843825
0.8,19,2711.223899
0.8,74,2721.318995
0.9,87,2723.049525
0.8,29,2723.605107
0.8,39,2724.42349
2.0,20,2724.858569
0.9,93,2726.788695
0.8,82,2728.443939
2.0,21,2728.845649
0.8,290,2742.727065
0.8,28,2743.241539
2.0,22,2743.654798
0.8,20,2744.03837
0.8,22,2744.467386
0.9,157,2747.412314
2.0,22,2747.860708
0.8,22,2758.549158
0.8,22,2759.042505
0.8,98,2761.041336
0.8,22,2761.458628
0.9,63,2762.705503
0.8,84,2764.243671
2.0,21,2764.659012
2.0,22,2765.068125
2.0,20,2765.457297
0.8,22,2765.892052
0.8,62,2767.139185
2.0,20,2767.53591
0.8,234,2780.740834
0.8,21,2781.138114
0.8,19,2781.571449
0.8,24,2782.043352
0.8,23,2782.539095
2.0,20,2782.93778
0.8,20,2783.368891
2.0,20,2783.766784
0.8,23,2784.207647
0.8,65,2785.379503
0.8,71,2786.68186
2.0,21,2787.088257
2.0,22,2796.114009
0.8,21,2796.603828
0.8,22,2797.070648
2.0,21,2797.516012
0.8,21,2797.984519
0.8,21,2798.42915
2.0,22,2798.875634
2.0,20,2799.257838
2.0,21,2799.661798
2.0,20,2800.086847
2.0,21,2800.49935
2.0,21,2800.929854
0.8,22,2801.373343
0.8,34,2802.058371
2.0,22,2802.566878
2.0,20,2802.963233
0.8,22,2803.451028
2.0,20,2803.850062
0.8,21,2804.228086
0.9,231,2817.403572
2.0,21,2817.894629
0.8,90,2819.865215
2.0,21,2820.342042
0.8,23,2820.829101
2.0,20,2821.316396
2.0,21,2821.789798
2.0,21,2822.236569
2.0,21,2822.699845
2.0,20,2823.15445
2.0,22,2823.598711
0.8,96,2825.523906
0.8,23,2834.460234
2.0,21,2834.907023
0.8,22,2835.378224
2.0,21,2835.79596
2.0,20,2836.190457
2.0,119,2838.447009
2.0,21,2838.920243
0.8,124,2841.448379
2.0,21,2841.876017
0.9,114,2844.11199
0.9,71,2854.230344
0.8,21,2854.679969
0.8,29,2855.343858
0.8,243,2860.575849
0.8,22,2861.129093
0.8,23,2861.600314
0.9,60,2862.978136
2.0,21,2863.463526
2.0,22,2863.966163
0.9,59,2875.045584
0.8,26,2875.571368
0.8,21,2875.991373
0.8,22,2876.442719
0.8,21,2876.921254
0.8,21,2877.357266
0.9,268,2882.594554
0.8,45,2883.45012
2.0,21,2883.819418
0.8,26,2893.624693
0.8,130,2896.46846
2.0,21,2896.965279
2.0,22,2897.49245
0.9,189,2901.601654
0.8,266,2915.983162
2.0,21,2916.450099
0.8,35,2917.131395
2.0,20,2917.543551
0.8,32,2918.221048
0.8,42,2919.09534
0.8,23,2919.581246
0.9,56,2920.739848
0.8,22,2921.196724
0.8,20,2921.572808
0.9,247,2935.0487
2.0,21,2935.535563
2.0,22,2936.080178
0.9,69,2937.710988
0.8,23,2938.270328
2.0,20,2938.741599
2.0,20,2939.167288
0.8,22,2939.680918
0.8,22,2940.156032
2.0,21,2940.615114
0.8,154,2952.768863
0.8,57,2953.885736
2.0,20,2954.309971
2.0,20,2954.687837
0.8,52,2955.790032
0.8,60,2956.984216
0.9,93,2958.776636
0.8,22,2959.193556
0.9,75,2960.671294
2.0,21,2961.074395
0.8,22,2961.501724
0.8,21,2961.940788
2.0,22,2962.343534
2.0,21,2971.277826
2.0,20,2971.72156
2.0,20,2972.145028
0.8,22,2972.531639
0.8,20,2972.935843
0.8,52,2973.975222
0.8,20,2974.365386
0.8,22,2974.791825
0.8,21,2975.248915
0.8,22,2975.72732
2.0,21,2976.195208
2.0,20,2976.637384
2.0,20,2977.019375
0.9,55,2978.122682
0.8,21,2978.5445
0.9,143,2981.256453
-0.1,155,2992.884655
2.0,21,2993.26728
2.0,20,2993.643627
0.8,20,2994.06106
