#{"t_start": 1605293783.302526, "env_id": null}
r,l,t
0.8,55,1221.664529
0.8,20,1222.341143
-0.2,154,1237.103004
0.9,25,1237.955419
0.8,50,1239.319946
0.9,55,1240.92095
0.8,23,1241.603027
0.8,21,1242.444489
0.8,27,1243.23653
0.8,135,1247.224375
0.8,24,1248.054319
0.8,48,1249.575668
0.8,36,1250.648667
0.8,136,1265.391573
0.9,119,1268.247264
0.9,36,1269.106081
0.8,65,1271.102524
0.8,23,1271.719914
0.8,57,1272.922316
0.8,21,1273.401269
2.0,20,1273.839135
0.8,42,1275.040903
0.8,21,1275.525261
2.0,20,1275.973022
0.8,22,1287.437716
0.8,22,1287.937435
0.8,156,1291.509454
0.7,24,1292.072016
0.9,220,1296.610432
2.0,20,1297.063501
0.8,21,1297.556619
0.8,21,1298.045655
0.9,144,1310.264624
0.8,39,1311.071367
-0.3,115,1313.459323
0.8,21,1313.914068
0.8,22,1314.428912
0.9,217,1328.285291
0.8,48,1329.248274
0.8,21,1329.690527
0.8,21,1330.122699
0.8,88,1332.062316
0.8,74,1333.597266
0.8,54,1334.822268
0.8,22,1335.320976
0.8,22,1335.756891
0.8,28,1336.362582
0.8,72,1337.902319
0.8,83,1348.719099
0.8,32,1349.480745
0.8,48,1350.564303
0.8,122,1353.142581
0.8,26,1353.645523
0.8,24,1354.191788
0.8,21,1354.689616
0.8,41,1355.57179
0.8,43,1356.567474
0.9,55,1357.74954
0.8,150,1370.688936
-1.0,173,1375.048599
0.8,21,1375.595534
0.8,22,1376.174433
0.8,55,1377.302036
0.8,53,1378.409017
0.8,22,1379.027057
2.0,22,1379.544114
0.8,191,1394.450044
0.9,180,1398.700625
0.8,54,1399.956176
0.9,94,1402.830685
0.8,86,1414.508557
0.8,100,1416.891765
0.8,23,1417.395625
0.8,81,1419.24829
0.0,85,1421.382535
2.0,22,1421.978599
0.8,52,1423.258521
0.8,27,1423.948292
0.8,22,1424.580487
0.8,117,1438.475425
0.8,128,1441.838904
2.0,21,1442.352505
0.8,21,1442.872087
0.8,36,1443.845356
0.8,20,1444.433394
1.0,123,1447.463285
0.8,290,1464.577167
1.0,24,1465.23516
0.8,157,1470.100316
2.0,22,1470.673584
0.8,24,1471.423026
0.8,340,1490.303604
0.8,113,1493.145798
0.8,55,1494.5782
0.8,137,1509.158227
0.8,21,1509.682602
0.8,23,1510.236438
0.8,21,1510.74539
0.8,38,1511.66923
0.9,51,1513.240679
0.8,64,1514.990259
0.9,107,1517.690288
2.0,21,1518.165483
0.8,26,1518.753382
0.9,95,1530.715518
0.8,43,1532.033686
0.8,114,1534.769692
0.8,22,1535.28993
0.8,48,1536.430773
0.8,23,1537.047982
2.0,22,1537.637151
2.0,20,1538.184962
0.8,249,1555.345978
0.8,47,1556.470917
0.8,23,1557.091623
0.8,24,1557.932832
0.9,36,1559.090085
0.8,258,1565.804121
0.8,79,1567.723333
0.9,52,1580.555396
0.8,53,1582.321624
0.8,21,1582.967762
0.8,63,1584.618463
0.8,282,1591.627686
0.8,198,1610.828231
0.8,58,1612.76589
0.9,58,1614.529021
0.8,62,1616.495299
0.8,21,1617.300347
0.9,110,1620.602835
2.0,21,1621.228241
0.9,122,1634.898821
0.8,29,1635.815717
0.9,59,1637.674452
0.8,23,1638.314737
0.9,147,1642.731901
0.8,92,1645.461594
2.0,21,1646.113596
0.7,168,1661.908394
0.9,62,1663.591878
2.0,20,1664.130088
0.8,97,1666.373337
0.8,21,1666.934092
0.8,99,1669.398901
0.8,22,1670.039078
0.8,19,1670.601831
2.0,21,1671.153282
0.8,58,1684.658407
0.9,223,1690.280405
0.8,21,1690.953835
0.8,22,1691.644912
0.8,92,1694.047689
0.8,162,1709.096907
0.8,21,1709.625596
0.8,23,1710.214618
0.8,22,1710.766824
0.8,49,1711.921916
0.8,72,1713.651433
0.9,107,1716.065752
0.8,23,1716.577175
0.8,20,1717.093659
0.8,313,1734.531586
-0.2,115,1737.37382
0.9,243,1753.043015
0.9,98,1755.377223
0.8,52,1756.568682
0.7,46,1757.595482
0.9,136,1760.526383
0.8,50,1761.721616
0.8,103,1763.968024
0.8,23,1774.409874
0.9,86,1776.318209
0.8,24,1776.8484
0.8,23,1777.416235
1.0,45,1778.58425
0.8,22,1779.10669
0.8,45,1780.198887
0.8,21,1780.691965
2.0,22,1781.161311
0.8,21,1781.705715
0.8,121,1784.603259
0.8,23,1785.158978
0.8,56,1796.265283
0.8,42,1797.267552
0.9,108,1799.961909
0.8,21,1800.605814
0.8,25,1801.358439
0.8,51,1802.720798
0.8,56,1804.122226
0.8,67,1805.768843
0.8,22,1806.324505
2.0,21,1806.844109
0.8,88,1808.835767
0.8,268,1824.97119
0.8,130,1827.948797
0.9,39,1828.954274
0.8,145,1843.449877
0.8,23,1844.084444
0.8,27,1844.769245
0.8,21,1845.216979
0.8,49,1846.345467
0.8,23,1846.894811
2.0,22,1847.373266
2.0,23,1847.907223
0.8,57,1849.218736
0.8,21,1849.782715
0.8,24,1850.300184
0.8,31,1851.07816
0.8,27,1851.758474
2.0,22,1852.287719
0.8,21,1852.833313
0.8,21,1853.296261
0.9,147,1866.795436
0.8,294,1873.906669
0.8,21,1874.405259
0.8,51,1875.471476
0.8,27,1876.089397
0.8,24,1886.571864
2.0,22,1887.133966
0.8,22,1887.638512
0.8,21,1888.124911
0.9,70,1889.77772
0.8,22,1890.303024
0.8,23,1890.839847
0.8,21,1891.34604
0.8,102,1893.667619
0.8,33,1894.51655
0.8,22,1895.061193
0.9,153,1908.722869
2.0,22,1909.234686
0.9,52,1910.37417
0.8,48,1911.512699
0.8,25,1912.133725
0.8,184,1916.401643
0.8,46,1917.519212
2.0,34,1918.334382
0.9,72,1920.15805
0.8,21,1930.502766
0.8,23,1931.06645
0.8,156,1934.650973
0.8,22,1935.168739
-0.2,113,1937.939678
0.8,43,1938.902585
0.9,227,1954.041075
0.8,20,1954.481143
0.9,65,1956.007092
0.8,27,1956.648221
2.0,21,1957.127804
0.7,45,1958.273018
0.8,61,1959.734584
0.8,76,1961.61914
0.8,23,1962.194002
0.8,31,1962.960444
0.8,24,1963.529841
0.8,22,1964.031714
0.8,257,1980.171947
0.8,34,1981.02285
0.8,147,1984.343851
0.8,61,1985.658635
0.8,27,1986.233373
0.8,30,1996.848804
0.8,25,1997.454204
0.9,48,1998.616336
0.8,29,1999.257016
0.8,43,2000.279086
0.8,51,2001.407198
1.0,38,2002.237077
0.8,25,2002.872113
0.8,23,2003.428666
0.8,57,2004.723785
0.8,146,2008.116976
0.8,102,2020.475614
0.8,52,2021.69786
0.8,24,2022.289292
0.9,59,2023.624401
0.8,28,2024.331049
0.8,76,2026.074039
0.9,135,2029.24013
0.8,61,2040.604474
2.0,22,2041.15124
0.8,230,2046.835943
0.8,112,2049.272269
0.8,23,2049.77536
0.8,21,2050.248759
0.9,206,2064.976799
0.8,22,2065.563773
0.9,42,2066.656964
0.8,22,2067.206842
0.8,267,2073.746201
0.8,57,2085.111363
0.8,204,2089.69096
0.9,83,2091.61881
0.8,22,2092.162833
0.9,161,2096.027727
0.8,42,2107.119749
2.0,33,2107.899986
0.8,37,2108.702008
0.8,23,2109.246834
2.0,20,2109.692427
0.8,21,2110.228667
0.8,60,2111.607434
0.8,52,2112.729836
0.8,233,2117.748087
0.8,20,2128.174878
0.8,70,2129.913596
0.8,21,2130.366106
0.8,23,2130.902804
0.8,48,2131.904587
0.8,22,2132.439518
0.8,23,2132.981257
0.8,88,2134.99226
0.8,23,2135.575209
0.8,62,2136.954769
2.0,21,2137.429447
0.9,100,2139.661689
0.8,54,2150.941747
2.0,20,2151.494308
0.8,98,2153.825971
0.9,194,2158.460308
0.8,21,2159.244367
0.8,194,2176.267596
0.9,104,2178.88965
0.8,38,2179.82606
0.8,40,2180.720877
2.0,22,2181.179914
0.8,23,2182.012425
0.8,52,2183.059403
0.8,176,2195.541583
0.8,43,2196.375004
0.8,99,2198.349207
0.9,59,2199.613936
2.0,20,2200.056082
0.9,64,2201.386305
0.8,21,2201.967987
2.0,21,2202.402794
0.8,25,2202.924417
0.8,25,2203.45571
0.8,23,2203.95338
0.9,206,2217.767767
0.8,27,2218.366919
0.8,22,2218.846005
0.8,22,2219.317371
2.0,22,2219.776377
0.8,21,2220.23052
0.8,31,2220.930943
0.8,201,2225.145521
2.0,21,2225.564386
2.0,20,2225.991564
0.9,64,2237.685307
2.0,21,2238.158774
0.8,83,2239.960733
0.9,180,2243.928222
0.8,21,2244.394371
0.8,50,2245.561148
0.8,22,2245.99284
0.8,23,2246.447773
2.0,22,2246.89538
0.9,400,2264.134885
0.8,20,2264.5579
0.9,328,2279.816796
0.8,27,2280.346906
0.8,22,2280.79863
0.8,21,2281.213127
0.8,22,2281.661145
0.8,203,2285.547551
0.9,184,2297.905032
2.0,21,2298.387205
2.0,20,2298.761571
0.8,44,2299.681308
0.8,24,2300.219251
0.8,22,2300.691582
0.9,161,2303.939048
0.8,112,2314.949708
0.9,67,2316.362541
0.9,80,2318.078942
0.8,43,2318.895795
0.9,128,2321.388209
0.9,171,2333.39624
-0.1,102,2335.402107
0.8,39,2336.204903
0.8,27,2336.744133
0.8,22,2337.179507
0.8,188,2340.864982
0.8,22,2341.326915
0.8,41,2342.091613
0.8,97,2352.484397
0.8,64,2353.797829
0.8,67,2355.088575
0.8,47,2355.910218
0.9,55,2356.982818
0.8,37,2357.681839
0.7,35,2358.34476
2.0,21,2358.758738
0.8,53,2359.7305
0.8,142,2370.997319
0.8,21,2371.418959
0.9,82,2373.173182
0.9,152,2376.46186
0.8,22,2376.933308
2.0,22,2377.429035
0.8,262,2391.262847
0.7,144,2394.020482
0.8,27,2394.558415
0.8,114,2396.751046
0.8,25,2397.262208
0.8,22,2397.702854
0.8,56,2398.807868
-0.2,129,2410.197214
0.9,45,2411.16681
0.8,53,2412.328263
0.8,22,2412.816548
1.0,50,2413.859924
0.8,159,2417.05915
0.8,186,2429.82392
0.8,57,2431.018932
0.8,25,2431.533967
0.8,107,2433.526984
0.8,27,2434.014007
0.8,153,2436.869205
0.9,147,2448.264865
0.8,181,2451.724082
0.8,27,2452.297861
0.8,32,2452.946732
0.8,132,2455.570472
0.8,48,2464.902299
0.8,22,2465.36009
2.0,22,2465.86413
0.8,25,2466.417836
2.0,20,2466.927667
0.8,63,2468.509696
0.9,201,2472.664615
0.8,21,2473.108126
2.0,21,2473.630761
0.9,157,2485.253053
2.0,21,2485.674209
2.0,21,2486.134068
0.8,22,2486.579277
0.8,20,2486.940723
0.8,60,2488.163279
0.8,59,2489.546657
0.8,26,2490.059027
0.8,24,2490.533195
2.0,21,2490.961129
2.0,21,2491.398198
0.8,30,2492.016714
0.8,54,2493.057834
2.0,22,2493.514985
0.8,20,2493.941879
2.0,21,2494.37753
0.8,56,2505.278217
0.9,122,2507.879373
0.8,61,2509.315644
0.8,23,2509.853812
0.8,21,2510.356052
0.8,45,2511.472937
0.8,23,2512.058029
0.8,61,2513.512608
0.8,116,2526.272252
0.8,262,2532.841683
0.8,61,2534.350855
0.9,104,2536.91986
0.8,61,2538.30141
0.8,130,2549.706645
0.8,23,2550.126595
0.8,96,2552.102358
2.0,21,2552.506518
0.8,66,2553.808553
0.9,51,2554.848554
0.9,46,2555.750692
0.8,23,2556.212492
0.8,103,2566.807196
2.0,21,2567.207328
0.8,22,2567.65769
2.0,22,2568.131375
0.8,183,2571.530209
0.8,22,2571.981589
0.9,224,2585.055247
0.9,74,2586.548374
0.8,42,2587.524007
2.0,22,2588.013443
0.8,23,2588.55046
0.9,91,2590.595469
0.8,22,2591.199877
2.0,20,2591.73794
0.8,21,2592.285258
0.8,131,2595.361043
0.8,21,2595.851948
0.8,31,2605.197241
1.0,149,2608.038315
0.8,106,2610.22109
0.8,43,2611.023025
0.8,50,2612.033213
0.8,35,2612.714022
0.8,134,2623.965367
0.8,133,2626.643608
0.8,23,2627.09365
0.8,24,2627.613203
2.0,21,2628.03305
0.8,32,2628.741896
0.8,32,2629.377411
0.8,27,2629.907757
0.8,22,2630.369824
2.0,21,2630.807845
2.0,21,2631.220206
0.8,51,2632.218738
0.8,66,2633.593699
0.8,199,2646.239005
0.8,22,2646.698706
0.8,20,2647.12469
0.9,49,2648.158687
0.8,21,2648.695509
2.0,23,2649.36184
0.8,22,2649.820371
0.8,21,2650.358292
0.8,86,2652.155147
0.8,23,2652.704712
0.8,38,2653.474432
2.0,22,2662.7406
0.8,22,2663.216618
2.0,20,2663.650476
0.8,21,2664.13418
2.0,22,2664.6116
2.0,20,2665.056917
0.8,23,2665.596999
0.8,21,2666.053474
0.9,173,2669.586951
0.8,39,2670.416905
0.8,121,2672.754061
0.8,20,2673.173429
-0.2,77,2683.535575
0.8,24,2684.048199
2.0,21,2684.508711
0.8,91,2686.400343
0.8,27,2686.999314
0.8,40,2687.832428
0.9,142,2690.666487
0.8,53,2691.689229
0.8,28,2692.226005
0.8,22,2701.173476
2.0,21,2701.595747
0.9,54,2702.690261
0.9,101,2704.618492
2.0,21,2705.028741
0.9,173,2708.616835
0.8,59,2709.753782
0.8,123,2720.752811
0.8,33,2721.438324
0.8,35,2722.087026
0.8,22,2722.529349
0.8,60,2723.743122
0.8,22,2724.179499
2.0,21,2724.636021
0.8,21,2725.064695
0.8,23,2725.527911
2.0,21,2725.973089
0.8,56,2727.165254
0.8,40,2727.963809
0.8,279,2741.694119
0.8,254,2746.423857
0.8,55,2747.488622
0.8,44,2758.627188
0.8,24,2759.161824
0.9,47,2760.148678
0.8,22,2760.584804
0.8,201,2764.412807
0.9,200,2768.297014
0.8,22,2777.367828
0.8,83,2779.011445
0.9,69,2780.365522
0.8,42,2781.205568
0.8,21,2781.671888
2.0,37,2782.403622
0.8,283,2796.441844
2.0,22,2796.936971
0.9,86,2798.756678
0.8,52,2799.797236
0.8,24,2800.282909
0.8,20,2800.68868
0.9,66,2802.050023
0.8,21,2802.486633
2.0,22,2802.969414
2.0,21,2803.439422
0.8,57,2804.548708
0.8,75,2805.964128
0.8,39,2815.311173
0.8,70,2816.677536
2.0,21,2817.142416
0.8,21,2817.634613
0.8,21,2818.122973
0.8,139,2821.145844
0.8,94,2823.270292
0.9,77,2824.8089
0.8,55,2834.359311
2.0,21,2834.812099
0.9,194,2838.670383
0.8,44,2839.533062
0.9,121,2842.042764
0.9,37,2842.768281
0.9,72,2844.16238
0.8,127,2855.50646
2.0,23,2855.944081
0.8,23,2856.437015
0.9,48,2857.515803
0.8,21,2857.974614
0.8,102,2860.134677
-1.0,268,2875.890882
0.8,22,2876.342522
2.0,21,2876.788471
0.8,23,2877.347848
0.8,23,2877.77553
0.8,23,2878.215334
0.9,40,2878.973145
0.8,172,2882.335097
0.9,356,2899.264494
0.8,56,2900.428115
0.8,21,2900.914284
0.8,88,2902.771171
0.9,48,2903.725625
2.0,20,2904.140664
0.8,241,2918.002764
0.8,132,2920.798017
0.8,197,2933.253592
0.8,29,2933.845304
0.8,94,2935.828542
0.9,72,2937.492738
-0.1,320,2953.333292
2.0,21,2953.746302
2.0,21,2954.195993
0.8,118,2956.566031
0.8,60,2957.780468
0.9,109,2959.862384
1.0,30,2960.456941
0.9,66,2961.775252
0.8,56,2971.423945
0.8,60,2972.609828
0.8,20,2973.011812
0.8,34,2973.659936
0.9,69,2975.067259
0.8,21,2975.527676
0.8,22,2976.011979
0.8,21,2976.470943
0.8,61,2977.676721
0.8,22,2978.144902
0.9,59,2979.314
0.9,35,2979.957923
0.9,49,2980.843454
0.8,23,2981.314439
0.7,23,2990.286689
0.8,21,2990.70787
0.9,47,2991.624783
0.8,22,2992.101038
0.8,32,2992.71927
0.9,197,2996.936099
0.8,50,2997.899952
0.8,85,2999.596941
0.9,41,3009.088623
0.8,23,3009.616295
0.8,22,3010.134617
2.0,20,3010.508986
0.8,30,3011.102896
0.9,41,3011.927816
0.9,112,3014.198687
0.8,22,3014.64575
0.9,31,3015.285884
0.9,34,3015.973086
0.9,33,3016.629824
2.0,22,3017.109627
0.8,22,3017.585082
0.8,20,3018.001774
2.0,22,3018.411383
0.9,60,3028.221229
0.8,21,3028.696788
0.6,69,3030.220723
2.0,21,3030.6911
2.0,20,3031.130707
2.0,21,3031.550309
0.8,22,3032.039424
0.9,48,3033.018816
0.8,64,3034.293405
0.8,29,3034.876329
0.9,209,3047.761248
0.8,27,3048.311604
0.9,28,3048.881501
0.8,21,3049.318888
0.8,21,3049.749423
0.9,48,3050.771353
2.0,20,3051.166706
0.8,21,3051.602441
0.8,103,3053.64919
0.8,21,3054.055172
2.0,21,3054.514492
0.8,22,3054.966676
0.9,44,3055.909979
0.8,21,3056.323734
2.0,34,3057.005001
2.0,22,3057.48326
0.8,22,3057.926416
0.8,52,3067.544396
0.8,23,3068.050112
0.8,21,3068.492367
0.8,22,3068.957901
0.8,62,3070.185877
0.8,109,3072.377854
0.0,23,3072.850569
0.8,21,3073.307797
0.8,87,3074.965834
0.8,181,3087.143417
0.8,20,3087.530054
0.8,55,3088.635915
0.8,22,3089.093707
0.8,22,3089.552425
0.8,168,3093.106858
0.8,24,3093.591868
0.8,89,3095.29897
0.8,21,3095.720756
2.0,31,3104.858746
2.0,19,3105.238212
0.8,22,3105.670096
0.8,22,3106.102798
0.8,21,3106.538731
2.0,20,3106.916623
2.0,23,3107.372244
0.9,61,3108.636247
0.8,103,3110.71567
0.8,22,3111.19057
0.8,61,3112.392491
0.8,23,3112.910911
0.9,39,3113.650911
2.0,22,3114.084859
2.0,20,3114.50672
0.9,62,3124.269452
2.0,21,3124.727882
0.9,72,3126.186532
0.9,213,3130.440423
2.0,21,3130.872611
0.8,21,3131.275922
2.0,20,3131.697515
0.9,71,3133.106157
0.8,25,3142.733597
0.8,22,3143.178158
0.8,23,3143.660569
0.8,133,3146.389327
2.0,21,3146.84305
0.8,22,3147.314729
0.8,21,3147.772533
0.9,46,3148.737514
0.8,22,3149.222411
0.9,191,3152.903062
0.8,22,3162.396989
0.8,34,3163.224442
2.0,20,3163.606296
0.9,70,3165.025989
0.8,285,3171.308818
0.8,24,3171.861644
0.9,80,3183.633396
0.8,23,3184.161675
0.8,22,3184.727826
0.8,21,3185.272787
2.0,29,3186.063079
0.8,21,3186.638068
2.0,21,3187.267305
2.0,22,3187.796004
0.8,22,3188.256875
0.8,21,3188.732758
0.8,21,3189.229864
0.8,21,3189.727687
0.8,33,3190.743368
0.8,22,3191.34929
0.8,162,3194.905625
2.0,20,3195.319131
0.9,157,3210.569315
0.9,99,3213.291276
0.8,184,3217.491559
0.9,58,3218.769766
0.9,52,3229.120175
0.8,21,3229.598727
0.8,21,3230.070818
2.0,20,3230.5094
0.8,21,3230.959378
0.8,21,3231.39915
0.8,21,3231.844373
0.9,280,3237.697661
0.8,22,3238.158257
0.8,44,3239.13682
0.8,203,3255.782601
0.8,201,3259.892055
0.9,59,3261.219806
0.8,87,3274.877658
0.9,67,3276.292536
0.9,55,3277.476295
0.9,86,3279.181442
0.8,24,3279.654691
0.9,91,3281.467701
0.9,200,3294.352404
0.9,207,3298.451274
0.9,203,3302.519048
2.0,21,3302.95189
0.8,77,3313.080377
0.8,21,3313.48207
2.0,21,3313.927475
0.9,48,3314.795565
2.0,23,3315.225512
2.0,56,3316.31169
0.8,23,3316.755904
0.8,22,3317.189392
0.9,37,3317.885107
0.8,22,3318.358253
0.8,30,3318.990998
0.8,21,3319.413116
0.8,22,3319.867797
0.9,122,3322.172348
0.9,137,3333.399554
0.8,20,3333.837096
0.8,81,3335.343519
0.8,363,3351.356516
0.8,62,3352.619835
0.9,59,3353.750024
0.8,33,3354.428086
0.8,143,3357.147956
0.0,21,3357.576346
0.9,209,3370.595425
2.0,22,3371.076778
0.9,125,3373.570722
0.8,151,3376.570087
0.9,147,3388.091969
2.0,20,3388.502552
